Code,Innovation Name,Spatial Scale,Indicator Number,Indicator Name,Description,Metric,Category,slope_log,slope_exp,slope_lin,log_t0,log_Dt,log_K,exp_a,exp_c,lin_intercept,log_r2,log_r2adj,log_rmse,log_mae,exp_r2,exp_r2adj,exp_rmse,exp_mae,lin_r2,lin_r2adj,lin_rmse,lin_mae,n_data_points,n_non_zero_data_points,max_over_K,min_over_K,range_over_k,length_trimmed_series_years,n_data_points_beyond_max,n_data_points_beyond_min,suspected_reversal_up2down,suspected_reversal_down2up,at_least_one_big_jump,autocorr_l1,all_values_less_than_or_equal_to_1,all_values_less_than_or_equal_to_100,C1_R2,C2_threshold_non_zero_value_years,C3_pct_non_zero,C4_less_than_250_jump_in_second_half,C4_less_than_80_fall_in_second_half,C4_combined_less_than_80_fall_and_250_jump_in_second_half,C5_volatility_autocorrelation_lag1_threshold_0.7,C6_{K_COVERAGE_THRESHOLD}_of_k_covered_by_data,C7_lin_r2,use_log,use_lin, GN scoring ,GN comments,CW scoring,Category_letters
org_jap_4.5Inf_d157_m130,organic food consumption,Japan,4.5,Physical Infrastructure dependence,Organic area (farmland) [ha],ha,b2,0.0019987,0.001902,19.805,3469.6,2198.6,2.1354e+05,460.45,343.62,-28851,0.00048743,-0.15733,6097.8,3687,0.0004889,-0.099462,6097.8,3687.1,0.00046392,-0.09949,6097.9,3688.8,23,23,0.13651,0.023803,0.11271,23,19,22,1,0,1,0.81969,0,0,n,y,y,y,y,y,y,m,m,n,m,2,1 hi pt,,b
org_jap_4.5Inf_d158_m028,organic food consumption,Japan,4.5,Physical Infrastructure dependence,Organic area share of total farmland [%],%,b2,-0.0084686,0.00077126,-0.0021739,1427.3,-518.91,37.451,1555.4,1.5745e+05,4.6374,0.0086928,-0.14783,0.15618,0.093248,-2.8679,-3.2547,0.30851,0.26565,0.0084504,-0.090705,0.1562,0.09327,23,23,0.020026,0.0034712,0.016555,23,19,22,1,0,1,0.81358,1,1,n,y,y,y,y,y,y,m,m,n,m,2,1 hi pt,,b
org_swi_1.1Ado_d160_m152,organic food consumption,Switzerland,1.1,Adoption over time,Organic per capita consumption [€/person],€/person,b2,0.086049,0.086046,16.496,2133.8,51.069,6.834e+06,0.041018,1913.8,-32966,0.98626,0.98409,13.416,10.758,0.98626,0.98489,13.416,10.757,0.91397,0.90537,33.57,29.478,23,23,6.3937e-05,1.0455e-05,5.3482e-05,23,0,22,0,0,0,0.91894,0,0,y,y,y,y,y,y,y,m,y,m,y,1,,,b
org_swi_1.1Ado_d163_m140,organic food consumption,Switzerland,1.1,Adoption over time,Organic retail sales market size [million],million EUR,b2,0.098236,0.097071,149.82,2060.6,44.734,1.8137e+05,0.00044457,1857,-2.9959e+05,0.98943,0.98776,107.51,86.828,0.98942,0.98836,107.54,86.366,0.9036,0.89396,324.59,285.78,23,23,0.021255,0.0028065,0.018448,23,0,22,0,0,0,0.91141,0,0,y,y,y,y,y,y,y,m,y,m,y,1,,,b
org_swi_1.1Ado_d164_m028,organic food consumption,Switzerland,1.1,Adoption over time,Organic retail sales share [%],%,b2,0.098497,0.062113,0.0045535,2020.5,44.615,0.21576,6.505,2086.4,-9.0944,0.99091,0.98896,0.0023151,0.0018249,0.98448,0.98241,0.0030244,0.0022639,0.98192,0.97951,0.0032646,0.0027478,18,18,0.5191,0.16222,0.35688,19,0,17,0,0,0,0.93468,1,1,y,y,y,y,y,y,y,y,y,y,y,1,,,b
org_swi_2.5Var_d159_m001,organic food consumption,Switzerland,2.5,Variety (Choice Availability),Organic importers,#,b2,-0.017696,0.047311,22.679,3301,-248.33,523,0.2332,1856,-45265,-3.5753e-11,-1,82.066,54,0.33302,-0.0004719,67.023,60.112,0.30547,-0.041801,68.393,60.673,7,7,1.3136,0.73996,0.57361,7,0,4,0,1,0,0.7982,0,0,n,y,y,y,y,y,y,y,y,n,y,2,,,b
org_swi_2.5Var_d161_m001,organic food consumption,Switzerland,2.5,Variety (Choice Availability),Organic processors,#,b2,0.025154,0.025144,33.107,2329.4,174.7,3.2634e+06,0.12495,1650.3,-65514,0.72173,0.44346,41.302,34.26,0.72173,0.5826,41.302,34.259,0.71521,0.57282,41.783,34.673,7,7,0.00044279,0.00037507,6.7721e-05,7,0,6,0,0,0,0.85409,0,0,y,y,y,y,y,y,y,m,y,m,y,1,,,b
org_swi_2.5Var_d162_m001,organic food consumption,Switzerland,2.5,Variety (Choice Availability),Organic producers,#,b2,0.013922,0.013921,85.318,2665.5,315.64,5.7133e+07,7.0115,1522.4,-1.6525e+05,0.6555,0.60111,416.81,382.27,0.6555,0.62105,416.81,382.27,0.6351,0.59861,428.98,394.78,23,23,0.00013686,8.58e-05,5.1056e-05,23,0,22,0,0,0,0.9537,0,0,m,y,y,y,y,y,y,m,y,m,y,2,,,b
org_swi_3.5Mar_d074_m128,organic food consumption,Switzerland,3.5,Market Formation,CumulativeStartups,cum. # companies,b2,0.14194,0.030276,0.31133,2015.8,30.96,17.969,1549.4,1.5802e+05,-619.08,0.9773,0.97563,0.65687,0.50535,-0.9282,-1.02,6.0535,4.2,0.86024,0.85358,1.6298,1.4084,45,34,0.72348,0.055652,0.66783,34,1,33,0,0,0,0.94239,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,b
org_swi_3.5Mar_d126_m008,organic food consumption,Switzerland,3.5,Market Formation,NewStartups,# companies,b2,0.35619,0.0023453,0.014493,2004.1,12.338,0.56429,1554.9,1.5748e+05,-28.726,0.10716,0.041827,0.58493,0.3695,-0.21778,-0.27577,0.68313,0.28889,0.092447,0.049231,0.58973,0.40636,45,10,5.3164,1.7721,3.5443,33,7,32,1,0,1,0.14286,0,1,n,y,y,m,m,m,m,y,m,n,m,,,,b
org_swi_3.5Mar_d171_m011,organic food consumption,Switzerland,3.5,Market Formation,PrivateEquityDeals,# deals,b2,110.88,0.0058385,0.051252,2013.2,0.039631,2.1818,1554.1,1.5756e+05,-102.05,0.67368,0.64981,0.64354,0.25657,-0.24319,-0.30239,1.2561,0.55556,0.34909,0.31809,0.9089,0.64265,45,11,2.2917,0.45833,1.8333,14,7,13,1,0,1,0.74648,0,1,m,y,y,y,y,y,y,y,y,m,y,,,,b
org_swi_3.5Mar_d175_m027,organic food consumption,Switzerland,3.5,Market Formation,PrivateEquityInvestment,$ million,b2,0.77743,0.024079,0.24323,2017.2,5.6526,13.568,1550.1,1.5795e+05,-484.66,0.49897,0.46231,4.4352,1.6896,-0.13235,-0.18627,6.6676,2.2795,0.25415,0.21864,5.4113,3.396,45,10,2.0781,0.050693,2.0274,14,1,13,0,0,1,0.4308,0,1,m,y,y,m,m,m,m,y,m,m,m,,,,b
org_swi_3.5Mar_d200_m027,organic food consumption,Switzerland,3.5,Market Formation,TotalFundraisingAmount,$ million,b2,0.78226,0.025271,0.25582,2016.8,5.6176,13.874,1549.9,1.5798e+05,-509.76,0.54843,0.51539,4.2173,1.5588,-0.14694,-0.20155,6.7211,2.4057,0.28026,0.24599,5.3243,3.3727,45,11,2.0322,0.049573,1.9826,14,1,13,0,0,1,0.5024,0,1,m,y,y,m,m,m,m,y,m,m,m,,,,b
org_swi_3.5Mar_d204_m011,organic food consumption,Switzerland,3.5,Market Formation,TotalFundraisingDeals,# deals,b2,0.85272,0.0083385,0.077734,2012.4,5.1535,3.0794,1553.6,1.5761e+05,-154.78,0.67876,0.65525,0.86953,0.40616,-0.30298,-0.36503,1.7512,0.84444,0.43303,0.40603,1.1552,0.89272,45,13,1.9484,0.32473,1.6237,14,7,13,1,0,1,0.82609,0,1,m,y,y,m,y,m,y,y,y,m,m,,,,b
org_swi_3.5Mar_d242_m156,organic food consumption,Switzerland,3.5,Market Formation,cumulative CumulativeStartups,cumulative cum. # companies,b2,0.13316,0.10142,3.7103,2025,33.002,404.97,0.20905,1956.3,-7383.9,0.99884,0.99876,1.8386,1.5899,0.99449,0.99422,4.0162,3.3317,0.79354,0.78371,24.578,20.934,45,34,0.4667,0.0024693,0.46423,34,0,33,0,0,0,0.91474,0,0,y,y,y,y,y,y,y,y,y,y,y,,,,b
org_swi_3.5Mar_d243_m157,organic food consumption,Switzerland,3.5,Market Formation,Partial up to max CumulativeStartups,Partial up to max cum. # companies,b2,0.13707,0.029722,0.30514,2016.8,32.06,19.258,1549.5,1.5801e+05,-606.75,0.97591,0.9741,0.65187,0.50585,-0.90722,-1.0003,5.7997,4,0.85134,0.84409,1.6192,1.3868,44,33,0.67506,0.051928,0.62313,33,0,32,0,0,0,0.93581,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,b
org_swi_3.5Mar_d244_m158,organic food consumption,Switzerland,3.5,Market Formation,cumulative NewStartups,cumulative # companies,b2,0.14194,0.030276,0.31133,2015.8,30.96,17.969,1549.4,1.5802e+05,-619.08,0.9773,0.97563,0.65687,0.50535,-0.9282,-1.02,6.0535,4.2,0.86024,0.85358,1.6298,1.4084,45,34,0.72348,0.055652,0.66783,34,1,33,0,0,0,0.94239,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,b
org_swi_3.5Mar_d245_m159,organic food consumption,Switzerland,3.5,Market Formation,Partial up to max NewStartups,Partial up to max # companies,b2,0.44434,0.44406,0.027501,2039.9,9.8897,1.0031e+05,0.25913,2011,-54.65,0.43303,0.38149,0.49095,0.25344,0.43303,0.39968,0.49095,0.25346,0.20281,0.15592,0.58216,0.41477,37,8,2.9909e-05,9.9695e-06,1.9939e-05,26,0,25,0,0,1,0.15789,0,1,m,y,y,m,m,m,m,m,m,m,m,,,,b
org_swi_3.5Mar_d246_m160,organic food consumption,Switzerland,3.5,Market Formation,cumulative PrivateEquityDeals,cumulative # deals,b2,0.49904,0.026645,0.44229,2016.9,8.8058,24.68,0.392,2910.8,-881.34,0.99124,0.99059,0.72852,0.36977,-0.28211,-0.34316,8.8116,4.1333,0.54483,0.52316,5.2502,4.4628,45,15,1.0129,0.040518,0.97243,15,1,14,0,0,1,0.9004,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,b
org_swi_3.5Mar_d247_m161,organic food consumption,Switzerland,3.5,Market Formation,Partial up to max PrivateEquityDeals,Partial up to max # deals,b2,1.4514,0.53905,0.047653,2014.2,3.0277,4.9955,6.2179,2016.3,-94.886,0.92316,0.91618,0.28861,0.1078,0.90633,0.90082,0.31866,0.12036,0.23881,0.19403,0.90837,0.59225,37,4,1.0009,0.20018,0.80072,7,0,6,0,0,1,0.54545,0,1,y,n,y,m,y,m,m,y,m,n,n,,,,b
org_swi_3.5Mar_d248_m162,organic food consumption,Switzerland,3.5,Market Formation,cumulative PrivateEquityInvestment,cumulative $ million,b2,0.53565,0.24286,1.3076,2020.6,8.2039,124.5,2.3265,2007.8,-2606.3,0.99122,0.99057,2.5117,1.1972,0.96506,0.9634,5.0097,2.7321,0.40146,0.37295,20.735,15.556,45,15,0.82395,0.0055246,0.81842,15,1,14,0,0,1,0.83599,0,0,y,y,y,y,y,y,y,y,y,y,y,,,,b
org_swi_3.5Mar_d249_m163,organic food consumption,Switzerland,3.5,Market Formation,Partial up to max PrivateEquityInvestment,Partial up to max $ million,b2,0.29336,0.024616,0.24798,2051.2,14.98,1.2077e+05,1550,1.5796e+05,-494.15,0.64128,0.61369,3.6804,1.3182,-0.11255,-0.16817,6.4815,2.0615,0.2508,0.21334,5.3188,3.2565,43,9,0.00023346,5.695e-06,0.00022776,13,0,12,0,0,1,0.25961,0,1,m,y,y,m,m,m,m,m,m,m,m,,,,b
org_swi_3.5Mar_d250_m162,organic food consumption,Switzerland,3.5,Market Formation,cumulative TotalFundraisingAmount,cumulative $ million,b2,0.54445,0.23972,1.3962,2020.4,8.0713,128.87,1.1903,2004.5,-2783,0.99348,0.993,2.3022,1.0943,0.96491,0.96324,5.3411,2.968,0.40442,0.37606,22.005,16.545,45,15,0.84002,0.005337,0.83469,15,1,14,0,0,1,0.84106,0,0,y,y,y,y,y,y,y,y,y,y,y,,,,b
org_swi_3.5Mar_d251_m163,organic food consumption,Switzerland,3.5,Market Formation,Partial up to max TotalFundraisingAmount,Partial up to max $ million,b2,0.31068,0.02607,0.26328,2025.7,14.145,98,1549.7,1.5799e+05,-524.62,0.69725,0.67397,3.3895,1.198,-0.12679,-0.18313,6.5391,2.1935,0.28129,0.24536,5.2224,3.251,43,10,0.2877,0.0070182,0.28069,13,0,12,0,0,1,0.34178,0,1,m,y,y,m,m,m,m,y,m,m,m,,,,b
org_swi_3.5Mar_d252_m160,organic food consumption,Switzerland,3.5,Market Formation,cumulative TotalFundraisingDeals,cumulative # deals,b2,0.40886,0.15802,0.67181,2017.6,10.748,40.897,9.5274,2014.1,-1338.6,0.99588,0.99558,0.75065,0.42831,0.95307,0.95084,2.5328,1.8072,0.55685,0.53575,7.7833,6.5359,45,15,0.92916,0.024452,0.90471,15,1,14,0,0,1,0.90043,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,b
org_swi_3.5Mar_d253_m161,organic food consumption,Switzerland,3.5,Market Formation,Partial up to max TotalFundraisingDeals,Partial up to max # deals,b2,0.45997,0.0068661,0.061404,2040,9.5537,3.5574e+05,1553.8,1.5757e+05,-122.25,0.8949,0.88535,0.3883,0.15745,-0.13035,-0.19684,1.2734,0.43243,0.29961,0.25841,1.0024,0.66835,37,6,1.6866e-05,2.811e-06,1.4055e-05,7,0,6,0,0,1,0.51667,0,1,y,y,y,m,y,m,m,m,m,m,m,,,,b
org_swi_4.1Kso_d213_m100,organic food consumption,Switzerland,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,b2,1.0638,0.054415,3.1224,2010.6,4.131,60.596,0.81307,1942.9,-6248.4,0.73065,0.68312,15.533,12.032,0.28458,0.20509,25.315,21.639,0.39905,0.33228,23.202,19.629,21,16,1.6503,0.19861,1.4517,16,9,14,1,0,1,0.93697,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,b
org_swi_4.1Kso_d239_m153,organic food consumption,Switzerland,4.1,Knowledge Flows (social networks),Partial up to max annualised Google search frequency (index 100=monthly max.),Partial up to max Index 0-100,b2,0.41445,0.33122,8.4253,2016.1,10.603,249.73,0.01771,1988.9,-16902,0.95246,0.93463,6.9501,5.7941,0.94943,0.9382,7.1678,6.1599,0.83254,0.79533,13.044,10.54,12,7,0.40044,0.048193,0.35225,7,0,5,0,1,1,0.70098,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,b
org_swi_4.5Inf_d157_m130,organic food consumption,Switzerland,4.5,Physical Infrastructure dependence,Organic area (farmland) [ha],ha,b2,-7.6876e-05,0.031766,3984.3,1.9085e+05,-57163,1.3052e+05,1.1235,1644.6,-7.8819e+06,-2.2357e-09,-0.15789,28083,23378,0.9203,0.91233,7928.3,7246.1,0.88568,0.87425,9495.2,8727.9,23,23,1.4277,0.63391,0.79374,23,0,22,0,0,0,0.94829,0,0,n,y,y,y,y,y,y,y,y,n,y,1,,,b
org_swi_4.5Inf_d158_m028,organic food consumption,Switzerland,4.5,Physical Infrastructure dependence,Organic area share of total farmland [%],%,b2,0.03312,0.033119,0.0039447,2344.5,132.68,7575.4,6.644,2132,-7.8088,0.9295,0.91837,0.0073444,0.0067034,0.9295,0.92245,0.0073444,0.0067033,0.89483,0.88431,0.0089704,0.0082371,23,23,2.3603e-05,1.0178e-05,1.3425e-05,23,0,22,0,0,0,0.94782,1,1,y,y,y,y,y,y,y,m,y,m,y,1,,,b
org_uki_1.1Ado_d160_m152,organic food consumption,UK,1.1,Adoption over time,Organic per capita consumption [€/person],€/person,b2,0.028416,0.028404,0.99396,2286,154.65,85332,3.0965,1926.2,-1963.8,0.58117,0.51504,5.5932,4.6247,0.58117,0.53929,5.5932,4.6248,0.58199,0.54019,5.5877,4.6697,23,23,0.00060517,0.00019336,0.00041181,23,1,22,0,0,0,0.94554,0,1,m,y,y,y,y,y,y,m,y,m,y,2,,,b
org_uki_1.1Ado_d163_m140,organic food consumption,UK,1.1,Adoption over time,Organic retail sales market size [million],million EUR,b2,-0.0051613,0.033779,75.903,5881.4,-851.43,2257.8,0.29542,1747,-1.5038e+05,-3.9955e-10,-0.15789,641.57,519.26,0.61654,0.57819,397.29,316.03,0.61586,0.57744,397.64,326.51,23,23,1.533,0.42961,1.1034,23,1,22,0,0,0,0.94283,0,0,n,y,y,y,y,y,y,y,y,n,y,2,,,b
org_uki_1.1Ado_d164_m028,organic food consumption,UK,1.1,Adoption over time,Organic retail sales share [%],%,b2,0.31764,0.0010669,0.00073333,2012,13.835,0.019529,1555.3,1.5749e+05,-1.4634,0.92133,0.87413,0.00057345,0.00045081,-64.69,-86.587,0.016571,0.016444,0.85765,0.8102,0.0007714,0.00064198,9,9,0.93707,0.66568,0.27139,9,3,8,1,0,0,0.89601,1,1,y,y,y,y,y,y,y,y,y,y,y,2,,,b
org_uki_2.5Var_d159_m001,organic food consumption,UK,2.5,Variety (Choice Availability),Organic importers,#,b2,0.016098,0.016089,2.0504,2482.4,272.98,2.9403e+05,5.6008,1807.2,-3973.2,0.018099,-0.16601,95.286,75.843,0.018101,-0.097416,95.286,75.843,0.015117,-0.10075,95.431,77.052,20,20,0.0013536,3.7411e-05,0.0013162,20,15,19,1,0,1,0.84583,0,0,n,y,y,m,y,m,y,m,m,n,m,3,,,b
org_uki_2.5Var_d161_m001,organic food consumption,UK,2.5,Variety (Choice Availability),Organic processors,#,b2,0.17004,0.018088,44.722,1998.8,25.843,2732.8,6.0514,1682.2,-87608,0.61965,0.55253,225.19,182.41,0.52807,0.47564,250.84,198.07,0.55005,0.50005,244.93,192.08,21,21,1.1457,0.56352,0.58219,21,5,18,1,0,0,0.95418,0,0,m,y,y,y,y,y,y,y,y,m,y,2,,,b
org_uki_2.5Var_d162_m001,organic food consumption,UK,2.5,Variety (Choice Availability),Organic producers,#,b2,-0.17483,-0.011216,-49.437,2026.5,-25.136,4536.3,6272.5,1972.6,1.0351e+05,0.3685,0.26879,525.3,426.69,0.22855,0.1514,580.59,466.47,0.2461,0.17071,573.95,459.08,23,23,1.2138,0.74972,0.46403,23,15,1,1,0,0,0.96524,0,0,m,y,y,y,y,y,y,y,m,m,m,4,,"reversal, use partial pre-peak",b
org_uki_3.5Mar_d074_m128,organic food consumption,UK,3.5,Market Formation,CumulativeStartups,cum. # companies,b2,0.11706,0.075264,1.1166,2019,37.54,80.617,5.8738,1994,-2219.2,0.99249,0.99194,1.3471,1.0083,0.98029,0.97935,2.1825,1.6867,0.87012,0.86393,5.6027,5.013,45,43,0.60781,0.012404,0.59541,43,1,42,0,0,0,0.9441,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,b
org_uki_3.5Mar_d126_m008,organic food consumption,UK,3.5,Market Formation,NewStartups,# companies,b2,0.21578,0.0058611,0.052306,2003.3,20.365,2.155,1554.3,1.5753e+05,-103.63,0.28047,0.22782,1.1702,0.8349,-0.62299,-0.70027,1.7575,1.0889,0.24246,0.20639,1.2007,0.87659,45,26,2.3201,0.46403,1.8561,42,11,41,1,0,1,0.51079,0,1,n,y,y,m,m,m,m,y,m,n,m,,,,b
org_uki_3.5Mar_d171_m011,organic food consumption,UK,3.5,Market Formation,PrivateEquityDeals,# deals,b2,1.4485,0.015755,0.15599,2015,3.0337,7.0259,1552,1.5776e+05,-310.68,0.80984,0.79593,1.2847,0.58807,-0.3032,-0.36525,3.3632,1.6222,0.47288,0.44778,2.139,1.6424,45,17,1.5656,0.14233,1.4233,26,5,25,1,0,1,0.88998,0,1,y,y,y,m,m,m,y,y,y,m,m,,,,b
org_uki_3.5Mar_d175_m027,organic food consumption,UK,3.5,Market Formation,PrivateEquityInvestment,$ million,b2,167.83,0.13294,0.86988,2020,0.026184,71.02,7.3978,2009.2,-1733.5,0.26605,0.21235,32.849,9.6965,0.13946,0.098481,35.569,11.448,0.086812,0.043327,36.641,13.926,45,14,3.6623,0.0034666,3.6588,16,2,15,1,0,1,0.13467,0,0,n,y,y,m,m,m,m,y,m,n,m,,,,b
org_uki_3.5Mar_d200_m027,organic food consumption,UK,3.5,Market Formation,TotalFundraisingAmount,$ million,b2,1.0915,0.066423,4.041,2012.8,4.0261,168.58,0.51932,1937,-8040.8,0.27576,0.22277,107.38,48.535,0.16374,0.12392,115.39,62.052,0.17299,0.13361,114.75,64.665,45,22,4.2668,0.0004449,4.2663,24,8,0,1,0,1,0.2118,0,0,n,y,y,m,m,m,m,y,m,n,m,,,,b
org_uki_3.5Mar_d204_m011,organic food consumption,UK,3.5,Market Formation,TotalFundraisingDeals,# deals,b2,0.93799,0.024361,0.24743,2014.2,4.685,10.449,1550.3,1.5794e+05,-492.6,0.82247,0.80948,1.7902,0.92361,-0.42064,-0.48829,5.064,2.7556,0.57204,0.55166,2.7794,2.2801,45,24,1.3398,0.095703,1.2441,26,5,25,1,0,1,0.91854,0,1,y,y,y,m,m,m,y,y,y,m,m,,,,b
org_uki_3.5Mar_d242_m156,organic food consumption,UK,3.5,Market Formation,cumulative CumulativeStartups,cumulative cum. # companies,b2,0.11371,0.092338,14.409,2028.4,38.647,1943.1,0.041577,1917.7,-28661,0.99947,0.99943,4.7668,3.7847,0.99691,0.99676,11.477,9.5736,0.82151,0.81301,87.224,73.696,45,43,0.37569,0.00051464,0.37517,43,0,42,0,0,0,0.91958,0,0,y,y,y,y,y,y,y,y,y,y,y,,,,b
org_uki_3.5Mar_d243_m157,organic food consumption,UK,3.5,Market Formation,Partial up to max CumulativeStartups,Partial up to max cum. # companies,b2,0.11199,0.078492,1.0906,2021.1,39.24,91.415,2.6441,1984.5,-2167.3,0.99279,0.99224,1.2661,0.9707,0.98503,0.9843,1.824,1.369,0.86307,0.85639,5.5161,4.8922,44,42,0.53602,0.010939,0.52508,42,0,41,0,0,0,0.93749,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,b
org_uki_3.5Mar_d244_m158,organic food consumption,UK,3.5,Market Formation,cumulative NewStartups,cumulative # companies,b2,0.11706,0.075264,1.1166,2019,37.54,80.617,5.8738,1994,-2219.2,0.99249,0.99194,1.3471,1.0083,0.98029,0.97935,2.1825,1.6867,0.87012,0.86393,5.6027,5.013,45,43,0.60781,0.012404,0.59541,43,1,42,0,0,0,0.9441,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,b
org_uki_3.5Mar_d245_m159,organic food consumption,UK,3.5,Market Formation,Partial up to max NewStartups,Partial up to max # companies,b2,0.1322,0.13217,0.051471,2094,33.24,1.3257e+05,3.7457,2014.8,-102.01,0.33863,0.27022,0.83207,0.59257,0.33864,0.29454,0.83207,0.59259,0.22945,0.17808,0.89813,0.64807,33,16,3.7716e-05,7.5433e-06,3.0173e-05,31,0,30,0,0,1,0.36538,0,1,m,y,y,m,m,m,m,m,m,m,m,,,,b
org_uki_3.5Mar_d246_m160,organic food consumption,UK,3.5,Market Formation,cumulative PrivateEquityDeals,cumulative # deals,b2,0.41662,0.1772,1.1642,2019,10.548,84.183,4.714,2007.7,-2319.7,0.99739,0.99719,1.066,0.69662,0.96936,0.9679,3.6496,2.2362,0.52584,0.50326,14.357,11.703,45,26,0.86716,0.011879,0.85528,26,0,25,0,0,1,0.88327,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,b
org_uki_3.5Mar_d247_m161,organic food consumption,UK,3.5,Market Formation,Partial up to max PrivateEquityDeals,Partial up to max # deals,b2,0.63088,0.013979,0.13621,2016.7,6.9656,13.301,1552.3,1.5772e+05,-271.25,0.94748,0.94311,0.58381,0.28267,-0.18644,-0.25057,2.7749,1.1,0.38093,0.34746,2.0044,1.4132,40,12,0.82702,0.075183,0.75183,21,0,20,0,0,1,0.71753,0,1,y,y,y,m,m,m,y,y,y,m,m,,,,b
org_uki_3.5Mar_d248_m162,organic food consumption,UK,3.5,Market Formation,cumulative PrivateEquityInvestment,cumulative $ million,b2,3.6757,0.27714,4.3423,2020.3,1.1955,358.51,0.001941,1979.5,-8656.2,0.98647,0.98548,11.558,4.5222,0.88576,0.88032,33.586,15.26,0.32209,0.2898,81.815,58.878,45,17,1.0029,0.00068672,1.0022,17,1,16,0,0,1,0.80408,0,0,y,y,y,m,y,m,y,y,y,m,m,,,,b
org_uki_3.5Mar_d249_m163,organic food consumption,UK,3.5,Market Formation,Partial up to max PrivateEquityInvestment,Partial up to max $ million,b2,2.5183,2.5182,1.0724,2025,1.745,5.5643e+06,0.0032892,2016.5,-2137.4,0.98927,0.98842,4.108,1.4326,0.98927,0.98872,4.108,1.4326,0.10745,0.061682,37.463,15.641,42,12,4.6744e-05,4.4247e-08,4.67e-05,14,0,13,0,0,1,0.075774,0,0,y,y,y,m,y,m,m,m,m,m,m,,,,b
org_uki_3.5Mar_d250_m162,organic food consumption,UK,3.5,Market Formation,cumulative TotalFundraisingAmount,cumulative $ million,b2,0.37998,0.13383,44.527,2016.9,11.565,2489.3,0.00028084,1903.8,-88691,0.98462,0.98349,90.409,53.713,0.94454,0.9419,171.68,119.54,0.62925,0.61159,443.88,385.36,45,24,0.89102,0.029648,0.86137,24,0,23,0,0,1,0.91324,0,0,y,y,y,y,y,y,y,y,y,y,y,,,,b
org_uki_3.5Mar_d251_m163,organic food consumption,UK,3.5,Market Formation,Partial up to max TotalFundraisingAmount,Partial up to max $ million,b2,4.3752,4.3115,4.288,2016.6,1.0044,12126,1.0877e-17,2005.4,-8534.6,0.90761,0.89921,36.248,13.142,0.90761,0.90217,36.248,13.142,0.1474,0.097243,110.11,53.856,37,14,0.059317,2.0303e-05,0.059297,16,0,8,0,1,1,0.038988,0,0,y,y,y,m,m,m,m,m,m,m,m,,,,b
org_uki_3.5Mar_d252_m160,organic food consumption,UK,3.5,Market Formation,cumulative TotalFundraisingDeals,cumulative # deals,b2,0.26119,0.14906,2.1628,2020.1,16.825,176.47,0.43777,1985.2,-4308.4,0.99637,0.99611,2.1579,1.4134,0.98287,0.98205,4.6906,3.1581,0.6143,0.59593,22.258,18.593,45,26,0.70267,0.0056667,0.69701,26,0,25,0,0,0,0.89522,0,0,y,y,y,y,y,y,y,y,y,y,y,,,,b
org_uki_3.5Mar_d253_m161,organic food consumption,UK,3.5,Market Formation,Partial up to max TotalFundraisingDeals,Partial up to max # deals,b2,0.2644,0.021901,0.21989,2021.4,16.62,41.205,1550.8,1.5788e+05,-437.71,0.91854,0.91176,1.021,0.56624,-0.29713,-0.36724,4.0743,1.95,0.50343,0.47659,2.5209,1.9316,40,19,0.33977,0.024269,0.3155,21,0,20,0,0,1,0.77259,0,1,y,y,y,m,y,m,y,y,y,m,m,,,,b
org_uki_4.1Kso_d213_m100,organic food consumption,UK,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,b2,-0.65538,-0.22382,-4.0451,2007.5,-6.7052,109.12,46.256,2007.7,8172.5,0.92896,0.91643,8.0713,6.5095,0.91287,0.90319,8.939,7.2905,0.65422,0.6158,17.807,14.124,21,20,0.91638,0.010926,0.90546,21,19,3,0,1,1,0.85016,0,1,y,y,y,m,m,m,y,y,y,m,m,,,,b
org_uki_4.1Kso_d239_m153,organic food consumption,UK,4.1,Knowledge Flows (social networks),Partial up to max annualised Google search frequency (index 100=monthly max.),Partial up to max Index 0-100,b2,,,10.432,,,,,,-20817,,,,,,,,,1,1,7.235e-13,5.1159e-13,2,2,,,,2,0,1,0,0,0,0.49698,0,1,n,n,y,y,y,y,m,m,y,n,n,,,,b
org_uki_4.5Inf_d157_m130,organic food consumption,UK,4.5,Physical Infrastructure dependence,Organic area (farmland) [ha],ha,b2,-0.11084,,-11603,2025.1,-39.646,7.3526e+05,,,2.3923e+07,0.69349,0.64509,52795,44214,,,,,0.65138,0.61652,56304,44747,23,23,1.008,0.62206,0.38598,23,20,4,0,1,0,0.96237,0,0,m,y,y,y,y,y,y,y,y,m,y,2,,,b
