Code,Innovation Name,Spatial Scale,Indicator Number,Indicator Name,Description,Metric,Category,n_data_points,n_non_zero_data_points,slope_log,slope_exp,slope_lin,log_t0,log_Dt,log_K,exp_a,exp_c,lin_intercept,log_r2,log_r2adj,log_rmse,log_mae,exp_r2,exp_r2adj,exp_rmse,exp_mae,lin_r2,lin_r2adj,lin_rmse,lin_mae, GN scoring ,GN comments,CW scoring,page,Code,Criterion,Counts, 
non_usa_3.2Adc_d185_m84,non-cash transactions,United States,3.2,Adopter characteristics,Share of cash and credit card payments by income bracket,"% payments by cash (income greater than $150,000)",s9,8,8,-0.18077,-0.18077,-1.4767,1954.8,-24.31,9.90E+05,11.54,2017.6,2991.2,0.93022,0.87789,0.97039,0.80966,0.93022,0.90231,0.97039,0.80966,0.84833,0.78766,1.4307,1.2162, 1 ,,,350,non_usa_3.2Adc_d185_m84,,,
non_usa_3.2Adc_d185_m85,non-cash transactions,United States,3.2,Adopter characteristics,Share of cash and credit card payments by income bracket,"% payments by cash (income less than $25,000)",s9,8,8,-0.080577,-0.080575,-0.70349,1881.3,-54.538,6.42E+05,11.891,2016.6,1430.3,0.74829,0.5595,0.97818,0.80449,0.74829,0.6476,0.97818,0.80449,0.6835,0.5569,1.0969,0.91867, 1 ,,,351,non_usa_3.2Adc_d185_m85,,,
org_aus_1.1Ado_d155_m151,Organic food consumption,Austria,1.1,Adoption over time,Organic per capita consumption [€/person],€/person,b2,23,23,0.1287,0.087699,11.328,2020.5,34.145,503.74,0.063093,1925.8,-22651,0.98645,0.98431,8.8864,7.7509,0.97869,0.97656,11.145,9.8434,0.96857,0.96543,13.535,10.624, 1 ,,,352,org_aus_1.1Ado_d155_m151,,,
org_aus_1.1Ado_d158_m139,Organic food consumption,Austria,1.1,Adoption over time,Organic retail sales market size [million],million EUR,b2,23,23,0.12714,0.093474,102.88,2023,34.564,5348.6,0.0034579,1877.1,-2.06E+05,0.98853,0.98671,74.618,65.209,0.98343,0.98177,89.674,79.069,0.95972,0.95569,139.81,109.97, 1 ,,,353,org_aus_1.1Ado_d158_m139,,,
org_aus_1.1Ado_d159_m29,Organic food consumption,Austria,1.1,Adoption over time,Organic retail sales share [%],%,b2,20,20,0.057689,0.057688,0.3994,2206.7,76.175,4.95E+05,9.2857,2018,-796.66,0.98329,0.98015,0.30454,0.21624,0.98329,0.98132,0.30454,0.21623,0.95583,0.95064,0.49506,0.44213, 1 ,,,354,org_aus_1.1Ado_d159_m29,,,
org_aus_2.2Rel_d102_m148,Organic food consumption,Austria,2.2,Relative Advantage (Profitability),Free range EGGS price,sales price (€/100 pieces),b2,17,17,0.026066,0.026065,0.38252,2401.7,168.59,3.64E+05,5.6205,1976.6,-755.37,0.70079,0.63174,1.254,1.0469,0.70079,0.65804,1.254,1.0469,0.66818,0.62078,1.3206,1.0531, 2 ,,,355,org_aus_2.2Rel_d102_m148,,,
org_aus_2.2Rel_d150_m148,Organic food consumption,Austria,2.2,Relative Advantage (Profitability),Organic EGGS price,sales price (€/100 pieces),b2,16,16,0.039026,0.039026,0.82724,2301,112.6,1.56E+06,2.9553,1963.3,-1644.2,0.79243,0.74054,2.0336,1.7064,0.79243,0.7605,2.0336,1.7064,0.72985,0.68829,2.32,1.9297, 2 ,,,356,org_aus_2.2Rel_d150_m148,,,
org_aus_2.2Rel_d151_m147,Organic food consumption,Austria,2.2,Relative Advantage (Profitability),Organic MILK price,price (€c/kg),b2,30,30,0.020901,0.0209,0.82144,2475.3,210.25,6.66E+05,4.1409,1901.7,-1610.7,0.84929,0.83191,3.0208,2.4916,0.8493,0.83813,3.0208,2.4916,0.83484,0.82261,3.1623,2.5815, 2 ,,,357,org_aus_2.2Rel_d151_m147,,,
org_aus_2.2Rel_d46_m147,Organic food consumption,Austria,2.2,Relative Advantage (Profitability),All qualities MILK price,price (€c/kg),b2,30,30,0.018599,0.018598,0.61495,2542.3,236.28,6.87E+05,5.1168,1907.4,-1201.1,0.71103,0.67769,3.471,2.8001,0.71103,0.68963,3.471,2.8001,0.67952,0.65579,3.6553,2.9007, 2 ,,,358,org_aus_2.2Rel_d46_m147,,,
org_aus_2.2Rel_d68_m148,Organic food consumption,Austria,2.2,Relative Advantage (Profitability),Conventional EGGS price,sales price (€/100 pieces),b2,26,26,0.029166,0.029165,0.30308,2371.2,150.67,3.88E+05,8.2897,2002.4,-598.59,0.85113,0.83083,0.96597,0.73057,0.85113,0.83818,0.96596,0.73058,0.82439,0.80912,1.0491,0.75998, 2 ,,,359,org_aus_2.2Rel_d68_m148,,,
org_aus_2.2Rel_d69_m147,Organic food consumption,Austria,2.2,Relative Advantage (Profitability),Conventional MILK price,price (€c/kg),b2,30,30,0.016061,0.01606,0.51388,2619.2,273.61,5.94E+05,5.7528,1900.4,-999.13,0.60623,0.56079,3.6663,2.9236,0.60623,0.57706,3.6663,2.9236,0.57955,0.5484,3.7885,2.9783, 2 ,,,360,org_aus_2.2Rel_d69_m147,,,
org_aus_2.5Var_d154_m1,Organic food consumption,Austria,2.5,Variety (Choice Availability),Organic importers,#,b2,23,23,1.5215,-0.0086005,-0.89328,2002,2.8882,94.052,159.54,1937.6,1881.3,0.20233,0.076382,40.189,36.192,0.014222,-0.084355,44.677,40.305,0.01734,-0.080926,44.606,40.184, 3 ,,"volatile, don't use",361,org_aus_2.5Var_d154_m1,,,
org_aus_2.5Var_d156_m1,Organic food consumption,Austria,2.5,Variety (Choice Availability),Organic processors,#,b2,23,23,0.13595,0.050098,69.541,2008.4,32.323,2331,0.019153,1789.4,-1.39E+05,0.74082,0.6999,273.26,189.05,0.71153,0.68268,288.29,190.59,0.73854,0.71239,274.46,181.54, 2 ,,,362,org_aus_2.5Var_d156_m1,,,
org_aus_2.5Var_d157_m1,Organic food consumption,Austria,2.5,Variety (Choice Availability),Organic producers,#,b2,23,23,0.014317,0.014314,307.49,2604.6,306.93,1.06E+08,24.615,1537.8,-5.97E+05,0.87163,0.85136,785.38,599.13,0.87163,0.85879,785.38,599.13,0.86585,0.85244,802.84,604.68, 1 ,,,363,org_aus_2.5Var_d157_m1,,,
org_aus_4.5Inf_d152_m128,Organic food consumption,Austria,4.5,Physical Infrastructure dependence,Organic area (farmland) [ha],ha,b2,23,23,0.018602,0.018601,10340,2521.7,236.23,7.45E+09,26.666,1476.2,-2.02E+07,0.91715,0.90407,20725,16205,0.91715,0.90886,20725,16204,0.90745,0.89819,21905,16740, 1 ,,,364,org_aus_4.5Inf_d152_m128,,,
org_aus_4.5Inf_d153_m29,Organic food consumption,Austria,4.5,Physical Infrastructure dependence,Organic area share of total farmland [%],%,b2,23,23,0.025966,0.025965,0.52981,2389,169.24,3.72E+05,4.6095,1953.9,-1044.8,0.95604,0.9491,0.75711,0.57796,0.95604,0.95165,0.75711,0.57795,0.94715,0.94186,0.8302,0.67295, 1 ,,,365,org_aus_4.5Inf_d153_m29,,,
org_can_1.1Ado_d155_m151,Organic food consumption,Canada,1.1,Adoption over time,Organic per capita consumption [€/person],€/person,b2,15,15,0.087828,0.087827,6.7076,2149.7,50.035,1.03E+07,0.070498,1935.6,-13435,0.9389,0.92223,7.575,6.4423,0.9389,0.92871,7.575,6.4423,0.89435,0.87674,9.9608,7.8839, 1 ,,,366,org_can_1.1Ado_d155_m151,,,
org_can_1.1Ado_d158_m139,Organic food consumption,Canada,1.1,Adoption over time,Organic retail sales market size [million],million EUR,b2,21,21,0.10347,0.10347,222.79,2132.7,42.471,5.17E+08,0.00090264,1871.1,-4.46E+05,0.96967,0.96431,248.6,204.83,0.96967,0.9663,248.6,204.83,0.89326,0.8814,466.33,363.89, 1 ,,,367,org_can_1.1Ado_d158_m139,,,
org_can_1.1Ado_d159_m29,Organic food consumption,Canada,1.1,Adoption over time,Organic retail sales share [%],%,b2,14,14,0.023678,0.0068163,0.064835,2410.4,185.59,32146,1554.7,1.58E+05,-127.87,0.70542,0.61705,0.17098,0.13896,-79.408,-94.028,2.8248,2.8071,0.68835,0.63169,0.17586,0.14411, 2 ,,,368,org_can_1.1Ado_d159_m29,,,
org_can_2.5Var_d156_m1,Organic food consumption,Canada,2.5,Variety (Choice Availability),Organic processors,#,b2,23,23,0.18004,0.055529,72.986,2007.9,24.408,2017.3,0.0028206,1778.4,-1.46E+05,0.95804,0.95141,101.96,78.05,0.88158,0.86973,171.29,143.02,0.94606,0.94066,115.61,94.574, 1 ,,,369,org_can_2.5Var_d156_m1,,,
org_can_2.5Var_d157_m1,Organic food consumption,Canada,2.5,Variety (Choice Availability),Organic producers,#,b2,23,23,0.037343,0.037343,144.68,2313.8,117.68,3.33E+08,0.5073,1770.1,-2.87E+05,0.81734,0.7885,473.41,402.11,0.81734,0.79908,473.4,402.09,0.75071,0.72578,553.05,458.94, 2 ,,,370,org_can_2.5Var_d157_m1,,,
org_can_4.5Inf_d152_m128,Organic food consumption,Canada,4.5,Physical Infrastructure dependence,Organic area (farmland) [ha],ha,b2,23,23,0.073557,0.060574,50381,2034.7,59.742,5.34E+06,0.004532,1697.8,-1.00E+08,0.96566,0.96024,63775,49116,0.96452,0.96097,64823,46962,0.94303,0.93733,82143,70675, 1 ,,,371,org_can_4.5Inf_d152_m128,,,
org_can_4.5Inf_d153_m29,Organic food consumption,Canada,4.5,Physical Infrastructure dependence,Organic area share of total farmland [%],%,b2,23,23,0.080498,0.0097573,0.094328,2041.2,54.591,15.186,1553.2,1.58E+05,-188.33,0.96489,0.95935,0.12218,0.09506,-4.4031,-4.9434,1.5157,1.3683,0.92077,0.91285,0.18354,0.16457, 1 ,,,372,org_can_4.5Inf_d153_m29,,,
org_den_1.1Ado_d155_m151,Organic food consumption,Denmark,1.1,Adoption over time,Organic per capita consumption [€/person],€/person,b2,23,23,0.12476,0.094851,16.074,2024.6,35.224,963.47,0.028679,1920.9,-32147,0.96738,0.96223,20.178,16.297,0.96305,0.95935,21.477,17.864,0.91072,0.9018,33.384,26.28, 1 ,,,373,org_den_1.1Ado_d155_m151,,,
org_den_1.1Ado_d158_m139,Organic food consumption,Denmark,1.1,Adoption over time,Organic retail sales market size [million],million EUR,b2,23,23,0.13135,0.099362,95.527,2024.1,33.456,5535.8,0.0024516,1882.9,-1.91E+05,0.97288,0.96859,109.39,87.67,0.96824,0.96507,118.37,96.498,0.91003,0.90103,199.24,159.42, 1 ,,,374,org_den_1.1Ado_d158_m139,,,
org_den_1.1Ado_d159_m29,Organic food consumption,Denmark,1.1,Adoption over time,Organic retail sales share [%],%,b2,19,19,0.13793,0.068176,0.56579,2014.6,31.861,17.904,10.454,2017.7,-1130.9,0.95885,0.95062,0.6422,0.57774,0.93673,0.92882,0.7963,0.64642,0.95821,0.95298,0.64719,0.55014, 1 ,,,375,org_den_1.1Ado_d159_m29,,,
org_den_2.5Var_d154_m1,Organic food consumption,Denmark,2.5,Variety (Choice Availability),Organic importers,#,b2,23,23,1.0771,0.0099173,1.6107,2003.8,4.0799,144.4,5.918,1707.6,-3118.9,0.36155,0.26074,55.149,48.96,0.017717,-0.080511,68.406,60.459,0.023962,-0.073642,68.188,60.72, 4 ,,"volatile, use lin fit",376,org_den_2.5Var_d154_m1,,,
org_den_2.5Var_d156_m1,Organic food consumption,Denmark,2.5,Variety (Choice Availability),Organic processors,#,b2,2,2,,,0,,,,,,1162,,,,,,,,,,,0,0, 3 ,,,377,org_den_2.5Var_d156_m1,,,
org_den_2.5Var_d157_m1,Organic food consumption,Denmark,2.5,Variety (Choice Availability),Organic producers,#,b2,23,23,0.012108,0.012107,34.546,2777.3,362.93,3.49E+07,18.762,1585.1,-66203,0.18783,0.059588,510,464.22,0.18783,0.10661,510,464.22,0.16397,0.080368,517.44,474.22, 4 ,,"reversal, use partial pre-minimum",378,org_den_2.5Var_d157_m1,,,
org_den_4.5Inf_d152_m128,Organic food consumption,Denmark,4.5,Physical Infrastructure dependence,Organic area (farmland) [ha],ha,b2,23,23,0.040098,0.040097,6709.1,2299.4,109.59,1.94E+10,0.20692,1669.3,-1.33E+07,0.74277,0.70216,27994,25008,0.74277,0.71705,27994,25008,0.65009,0.6151,32650,30206, 2 ,,,379,org_den_4.5Inf_d152_m128,,,
org_den_4.5Inf_d153_m29,Organic food consumption,Denmark,4.5,Physical Infrastructure dependence,Organic area share of total farmland [%],%,b2,23,23,0.040606,0.040606,0.25748,2296,108.22,7.41E+05,5.6934,2005.9,-510.51,0.74797,0.70818,1.0603,0.94423,0.74797,0.72277,1.0603,0.94423,0.65397,0.61936,1.2424,1.1464, 2 ,,,380,org_den_4.5Inf_d153_m29,,,
org_glo_3.5Mar_d127_m8,organic food consumption,Global,3.5,Market Formation,NewStartups,# companies,b2,45,45,0.15706,0.033403,1.027,2001.2,27.98,47.234,2.7183,1937.1,-2030.6,0.47676,0.43847,15,10.86,0.35639,0.32575,16.636,11.526,0.4137,0.38578,15.879,10.694, 4 ,,cum.,381,org_glo_3.5Mar_d127_m8,,,
org_glo_3.5Mar_d166_m11,organic food consumption,Global,3.5,Market Formation,PrivateEquityDeals,# deals,b2,45,31,0.49088,0.098429,2.2888,2013.7,8.9522,98.583,1.0701,1976.3,-4557.6,0.89292,0.88508,12.426,5.3326,0.75704,0.74547,18.716,11.906,0.61282,0.59438,23.627,19.775, 2 ,drop at end,cum.,382,org_glo_3.5Mar_d166_m11,,,
org_glo_3.5Mar_d170_m28,organic food consumption,Global,3.5,Market Formation,PrivateEquityInvestment,$ million,b2,45,30,80.516,0.083811,12.29,2011,0.054579,439.45,0.094749,1920.1,-24466,0.53777,0.50395,178.54,85.286,0.40541,0.37709,202.49,121.36,0.36942,0.3394,208.53,139.27, 3 ,,cum.,383,org_glo_3.5Mar_d170_m28,,,
org_glo_3.5Mar_d196_m28,organic food consumption,Global,3.5,Market Formation,TotalFundraisingAmount,$ million,b2,45,32,0.40193,0.060429,99.713,2008.1,10.933,3529.1,0.078831,1844.6,-1.98E+05,0.34796,0.30025,2027.4,922.27,0.23685,0.20051,2193.4,1181.5,0.26602,0.23107,2151,1185.8, 3 ,,cum.,384,org_glo_3.5Mar_d196_m28,,,
org_glo_3.5Mar_d200_m11,organic food consumption,Global,3.5,Market Formation,TotalFundraisingDeals,# deals,b2,45,42,0.3863,0.08772,4.1345,2012.7,11.376,172.84,0.29765,1949.7,-8229.2,0.88237,0.87376,22.599,10.415,0.76781,0.75675,31.751,19.811,0.66408,0.64809,38.19,32.04, 2 ,drop at end,cum.,385,org_glo_3.5Mar_d200_m11,,,
org_glo_3.5Mar_d73_m125,organic food consumption,Global,3.5,Market Formation,CumulativeStartups,cum. # companies,b2,45,45,0.10511,0.069646,26.913,2019.8,41.807,2032.4,0.073234,1883.1,-53466,0.99182,0.99122,33.436,27.368,0.98034,0.9794,51.828,36.726,0.89424,0.8892,120.2,105.71, 1 ,,good as cum.!,386,org_glo_3.5Mar_d73_m125,,,
org_jap_1.1Ado_d155_m151,Organic food consumption,Japan,1.1,Adoption over time,Organic per capita consumption [€/person],€/person,b2,14,14,0.11909,0.04534,0.45738,2012.1,36.9,16.703,8.947,2013.5,-911.91,0.36215,0.17079,2.4583,1.4302,0.35449,0.23712,2.473,1.3466,0.35882,0.24224,2.4647,1.3999, 2 ,,,387,org_jap_1.1Ado_d155_m151,,,
org_jap_1.1Ado_d158_m139,Organic food consumption,Japan,1.1,Adoption over time,Organic retail sales market size [million],million EUR,b2,17,17,0.096669,0.053216,58.507,2017.1,45.459,2537.7,0.078757,1835.5,-1.17E+05,0.8646,0.83335,113.23,98.056,0.85833,0.83809,115.82,100.24,0.8676,0.84869,111.97,95.543, 2 ,,,388,org_jap_1.1Ado_d158_m139,,,
org_jap_1.1Ado_d159_m29,Organic food consumption,Japan,1.1,Adoption over time,Organic retail sales share [%],%,b2,14,14,2.418,0.021426,0.026198,2009.2,1.8174,1.1088,1.4166,2029.6,-51.752,0.26285,0.041709,0.29231,0.21172,0.082762,-0.084008,0.32607,0.21664,0.096216,-0.068109,0.32367,0.21581, 2 ,drop at end,use lin fit,389,org_jap_1.1Ado_d159_m29,,,
org_jap_2.5Var_d154_m1,Organic food consumption,Japan,2.5,Variety (Choice Availability),Organic importers,#,b2,16,16,0.06321,0.061828,12.831,2076.1,69.521,10227,0.14158,1896.9,-25636,0.87536,0.8442,22.568,17.195,0.87536,0.85618,22.568,17.2,0.85613,0.834,24.246,19.168, 2 ,,,390,org_jap_2.5Var_d154_m1,,,
org_jap_2.5Var_d156_m1,Organic food consumption,Japan,2.5,Variety (Choice Availability),Organic processors,#,b2,16,16,0.077225,0.076676,162.52,2080.3,56.904,3.31E+05,0.0022842,1835.7,-3.25E+05,0.80931,0.76164,368.57,313.08,0.80931,0.77998,368.57,313.16,0.78781,0.75517,388.8,316.55, 2 ,,,391,org_jap_2.5Var_d156_m1,,,
org_jap_2.5Var_d157_m1,Organic food consumption,Japan,2.5,Variety (Choice Availability),Organic producers,#,b2,17,17,0.010488,0.010481,28.755,2703.8,418.99,4.33E+06,28.56,1566.1,-54785,0.031392,-0.19213,835,785.6,0.031395,-0.10698,835,785.57,0.027568,-0.11135,836.65,789.57, 4 ,,use lin fit,392,org_jap_2.5Var_d157_m1,,,
org_jap_4.5Inf_d152_m128,Organic food consumption,Japan,4.5,Physical Infrastructure dependence,Organic area (farmland) [ha],ha,b2,23,23,0.002001,0.001902,19.805,3456.6,2196.2,2.09E+05,460.45,343.62,-28851,0.00048739,-0.15733,6097.8,3687,0.0004889,-0.099462,6097.8,3687.1,0.00046392,-0.09949,6097.9,3688.8, 2 ,1 hi pt,,393,org_jap_4.5Inf_d152_m128,,,
org_jap_4.5Inf_d153_m29,Organic food consumption,Japan,4.5,Physical Infrastructure dependence,Organic area share of total farmland [%],%,b2,23,23,-0.008445,0.00077126,-0.0021739,1365.2,-520.36,62.217,1555.4,1.57E+05,4.6374,0.0086933,-0.14783,0.15618,0.093241,-2.8679,-3.2547,0.30851,0.26565,0.0084504,-0.090705,0.1562,0.09327, 2 ,1 hi pt,,394,org_jap_4.5Inf_d153_m29,,,
org_swi_1.1Ado_d155_m151,Organic food consumption,Switzerland,1.1,Adoption over time,Organic per capita consumption [€/person],€/person,b2,23,23,0.086049,0.086046,16.496,2133.8,51.069,6.87E+06,0.041018,1913.8,-32966,0.98626,0.98409,13.416,10.758,0.98626,0.98489,13.416,10.757,0.91397,0.90537,33.57,29.478, 1 ,,,395,org_swi_1.1Ado_d155_m151,,,
org_swi_1.1Ado_d158_m139,Organic food consumption,Switzerland,1.1,Adoption over time,Organic retail sales market size [million],million EUR,b2,23,23,0.098236,0.097071,149.82,2060.6,44.734,1.81E+05,0.00044457,1857,-3.00E+05,0.98943,0.98776,107.51,86.827,0.98942,0.98836,107.54,86.366,0.9036,0.89396,324.59,285.78, 1 ,,,396,org_swi_1.1Ado_d158_m139,,,
org_swi_1.1Ado_d159_m29,Organic food consumption,Switzerland,1.1,Adoption over time,Organic retail sales share [%],%,b2,18,18,0.098497,0.062113,0.45535,2020.5,44.615,21.576,12.244,2022.4,-909.44,0.99091,0.98896,0.23151,0.18249,0.98448,0.98241,0.30244,0.22639,0.98192,0.97951,0.32646,0.27478, 1 ,,,397,org_swi_1.1Ado_d159_m29,,,
org_swi_2.5Var_d154_m1,Organic food consumption,Switzerland,2.5,Variety (Choice Availability),Organic importers,#,b2,7,7,0.047315,0.047311,22.679,2216,92.876,5.82E+06,0.2332,1856,-45265,0.33302,-0.33397,67.023,60.11,0.33302,-0.0004719,67.023,60.112,0.30547,-0.041801,68.393,60.673, 2 ,,,398,org_swi_2.5Var_d154_m1,,,
org_swi_2.5Var_d156_m1,Organic food consumption,Switzerland,2.5,Variety (Choice Availability),Organic processors,#,b2,7,7,0.025152,0.025144,33.107,2339,174.71,4.15E+06,0.12495,1650.3,-65514,0.72173,0.44346,41.302,34.259,0.72173,0.5826,41.302,34.259,0.71521,0.57282,41.783,34.673, 1 ,,,399,org_swi_2.5Var_d156_m1,,,
org_swi_2.5Var_d157_m1,Organic food consumption,Switzerland,2.5,Variety (Choice Availability),Organic producers,#,b2,23,23,0.013922,0.013921,85.318,2665.3,315.64,5.70E+07,7.0115,1522.4,-1.65E+05,0.6555,0.60111,416.81,382.27,0.6555,0.62105,416.81,382.27,0.6351,0.59861,428.98,394.78, 2 ,,,400,org_swi_2.5Var_d157_m1,,,
org_swi_4.5Inf_d152_m128,Organic food consumption,Switzerland,4.5,Physical Infrastructure dependence,Organic area (farmland) [ha],ha,b2,23,23,0.031766,0.031766,3984.3,2363.4,138.34,9.26E+09,1.1235,1644.6,-7.88E+06,0.9203,0.90771,7928.3,7246.1,0.9203,0.91233,7928.3,7246.1,0.88568,0.87425,9495.2,8727.9, 1 ,,,401,org_swi_4.5Inf_d152_m128,,,
org_swi_4.5Inf_d153_m29,Organic food consumption,Switzerland,4.5,Physical Infrastructure dependence,Organic area share of total farmland [%],%,b2,23,23,0.03312,0.033119,0.39447,2340.9,132.68,6.72E+05,7.1294,1995.1,-780.88,0.9295,0.91837,0.73444,0.67034,0.9295,0.92245,0.73444,0.67033,0.89483,0.88431,0.89704,0.82371, 1 ,,,402,org_swi_4.5Inf_d153_m29,,,
org_uki_1.1Ado_d155_m151,Organic food consumption,UK,1.1,Adoption over time,Organic per capita consumption [€/person],€/person,b2,23,23,0.028414,0.028404,0.99396,2294,154.66,1.07E+05,3.0965,1926.2,-1963.8,0.58117,0.51504,5.5932,4.6247,0.58117,0.53929,5.5932,4.6248,0.58199,0.54019,5.5877,4.6697, 2 ,,,403,org_uki_1.1Ado_d155_m151,,,
org_uki_1.1Ado_d158_m139,Organic food consumption,UK,1.1,Adoption over time,Organic retail sales market size [million],million EUR,b2,23,23,0.033784,0.033779,75.903,2271.2,130.07,1.45E+07,0.29542,1747,-1.50E+05,0.61654,0.55599,397.29,316.04,0.61654,0.57819,397.29,316.03,0.61586,0.57744,397.64,326.51, 2 ,,,404,org_uki_1.1Ado_d158_m139,,,
org_uki_1.1Ado_d159_m29,Organic food consumption,UK,1.1,Adoption over time,Organic retail sales share [%],%,b2,9,9,0.31769,0.0076931,0.073333,2012,13.832,1.9528,1553.8,1.58E+05,-146.34,0.92133,0.87413,0.057345,0.045081,-64.69,-86.587,1.6571,1.6444,0.85765,0.8102,0.07714,0.064198, 2 ,,,405,org_uki_1.1Ado_d159_m29,,,
org_uki_2.5Var_d154_m1,Organic food consumption,UK,2.5,Variety (Choice Availability),Organic importers,#,b2,20,20,0.016097,0.016089,2.0504,2490.2,273,3.33E+05,5.6008,1807.2,-3973.2,0.0181,-0.16601,95.286,75.842,0.018101,-0.097416,95.286,75.843,0.015117,-0.10075,95.431,77.052, 3 ,,,406,org_uki_2.5Var_d154_m1,,,
org_uki_2.5Var_d156_m1,Organic food consumption,UK,2.5,Variety (Choice Availability),Organic processors,#,b2,21,21,0.17005,0.018088,44.722,1998.8,25.842,2732.8,6.0514,1682.2,-87608,0.61965,0.55253,225.19,182.41,0.52807,0.47564,250.84,198.07,0.55005,0.50005,244.93,192.08, 2 ,,,407,org_uki_2.5Var_d156_m1,,,
org_uki_2.5Var_d157_m1,Organic food consumption,UK,2.5,Variety (Choice Availability),Organic producers,#,b2,23,23,-0.17482,-0.011216,-49.437,2026.5,-25.137,4536.3,6272.5,1972.6,1.04E+05,0.3685,0.26879,525.3,426.69,0.22855,0.1514,580.59,466.47,0.2461,0.17071,573.95,459.08, 4 ,,"reversal, use partial pre-peak",408,org_uki_2.5Var_d157_m1,,,
org_uki_4.5Inf_d152_m128,Organic food consumption,UK,4.5,Physical Infrastructure dependence,Organic area (farmland) [ha],ha,b2,23,23,-0.11084,,-11603,2025.1,-39.646,7.35E+05,,,2.39E+07,0.69349,0.64509,52795,44214,,,,,0.65138,0.61652,56304,44747, 2 ,,,409,org_uki_4.5Inf_d152_m128,,,
org_uki_4.5Inf_d153_m29,Organic food consumption,UK,4.5,Physical Infrastructure dependence,Organic area share of total farmland [%],%,b2,23,23,-0.1236,-0.018061,-0.063528,2025.3,-35.555,4.0852,7.349,1967.5,131.13,0.67902,0.62833,0.30259,0.25097,0.5978,0.55758,0.33871,0.26473,0.62254,0.58479,0.32813,0.25761, 2 ,,,410,org_uki_4.5Inf_d153_m29,,,
pas_aus_1.1Ado_d217_m145,passive building retrofits,Austria,1.1,Adoption over time,new building,number of buildings,m5,27,27,1.281,-0.012369,-0.72527,2000.5,3.4306,44.374,80.659,1949.3,1496,0.22517,0.12411,23.872,19.28,0.028338,-0.052634,26.732,22.382,0.043391,-0.036327,26.524,22.215, 4 ,,convert to cum.,411,pas_aus_1.1Ado_d217_m145,,,
pas_aus_1.1Ado_d229_m127,passive building retrofits,Austria,1.1,Adoption over time,renovation,floorspace,m5,27,17,-0.0267,0.013637,88.745,3693.8,-164.58,3860.3,14.749,1601.9,-1.75E+05,-4.29E-14,-0.13043,5468.7,4373,0.0095046,-0.073037,5442.6,4365.8,0.015976,-0.066026,5424.8,4333.5, 4 ,,convert to cum.,412,pas_aus_1.1Ado_d229_m127,,,
pas_aus_1.1Ado_d229_m145,passive building retrofits,Austria,1.1,Adoption over time,renovation,number of buildings,m5,27,17,-31.394,0.00055824,-0.0018315,2015,-0.13998,2.2778,1556.1,1.57E+05,5.385,0.1085,-0.0077772,2.2078,1.465,-0.53086,-0.65843,2.8932,1.7037,3.72E-05,-0.083293,2.3383,1.6781, 4 ,,convert to cum.,413,pas_aus_1.1Ado_d229_m145,,,
pas_aus_1.1Ado_d229_m146,passive building retrofits,Austria,1.1,Adoption over time,renovation,number of units,m5,27,17,1.3724,0.015477,2.0421,2005.8,3.2021,113.84,4.8346,1833.3,-4030,0.080431,-0.039513,171.22,82.018,0.0045125,-0.078445,178.15,95.303,0.0079356,-0.074736,177.84,94.296, 4 ,1 hi pt,convert to cum.,414,pas_aus_1.1Ado_d229_m146,,,
