Code,Innovation Name,Spatial Scale,Indicator Number,Indicator Name,Description,Metric,Category,slope_log,slope_exp,slope_lin,log_t0,log_Dt,log_K,exp_a,exp_c,lin_intercept,log_r2,log_r2adj,log_rmse,log_mae,exp_r2,exp_r2adj,exp_rmse,exp_mae,lin_r2,lin_r2adj,lin_rmse,lin_mae,n_data_points,n_non_zero_data_points,max_over_K,min_over_K,range_over_k,length_trimmed_series_years,n_data_points_beyond_max,n_data_points_beyond_min,suspected_reversal_up2down,suspected_reversal_down2up,at_least_one_big_jump,autocorr_l1,all_values_less_than_or_equal_to_1,all_values_less_than_or_equal_to_100,C1_R2,C2_threshold_non_zero_value_years,C3_pct_non_zero,C4_less_than_250_jump_in_second_half,C4_less_than_80_fall_in_second_half,C4_combined_less_than_80_fall_and_250_jump_in_second_half,C5_volatility_autocorrelation_lag1_threshold_0.7,C6_{K_COVERAGE_THRESHOLD}_of_k_covered_by_data,C7_lin_r2,use_log,use_lin
mic_glo_3.5Mar_d200_m27,microfinance,Global,3.5,Market Formation,TotalFundraisingAmount,$ million,m10,57.858,0.073213,52.1,2012,0.075952,1967.9,0.044906,1876.1,-1.0369e+05,0.45737,0.41767,884.13,468.58,0.31822,0.28576,991.03,591.48,0.31782,0.28533,991.32,632.56,45,24,2.8543,0.00037379,2.8539,25,11,23,1,0,1,0.37656,0,0,m,y,y,m,m,m,m,y,y,m,m
mic_glo_3.5Mar_d204_m11,microfinance,Global,3.5,Market Formation,TotalFundraisingDeals,# deals,m10,0.4463,0.070184,1.7814,2008.4,9.8465,61.531,1.8658,1970.8,-3544.2,0.91971,0.91383,7.658,3.4251,0.72611,0.71307,14.144,10.979,0.73282,0.7201,13.97,11.526,45,34,1.2026,0.016252,1.1864,40,7,39,1,0,1,0.97386,0,1,y,y,y,y,y,y,y,y,y,y,y
mic_glo_3.5Mar_d74_m128,microfinance,Global,3.5,Market Formation,CumulativeStartups,cum. # companies,m10,0.13604,0.059444,9.0875,2009.1,32.302,408.04,0.29303,1901.7,-18047,0.99781,0.99765,5.6538,4.54,0.94789,0.94541,27.58,23.369,0.95416,0.95198,25.868,22.681,45,45,0.85042,0.0073523,0.84306,45,1,44,0,0,0,0.96143,0,0,y,y,y,y,y,y,y,y,y,y,y
mic_ind_1.1Ado_d107_m122,microfinance,India,1.1,Adoption over time,Gross lender loan portfolio,USD,m10,0.31249,,1.0772e+09,2039.3,14.063,2.698e+10,,,-2.1591e+12,-0.55628,-0.84808,9.2687e+09,5.5586e+09,,,,,0.69892,0.6635,4.0768e+09,3.1407e+09,20,20,1,0.00022064,0.99978,20,0,19,0,0,1,0.75087,0,0,n,y,y,y,y,y,y,y,y,n,y
mic_ind_1.1Ado_d132_m111,microfinance,India,1.1,Adoption over time,Number of active borrowers,No.,m10,0.76612,0.10385,2.3949e+06,2008.8,5.736,3.4205e+07,1.1157e-06,1717.7,-4.7942e+09,0.95106,0.94188,3.3116e+06,2.3574e+06,0.71504,0.68151,7.9908e+06,6.9024e+06,0.85107,0.83355,5.7769e+06,4.4211e+06,20,20,1.1552,0.0017274,1.1535,20,4,19,1,0,1,0.94917,0,0,y,y,y,y,y,y,y,y,y,y,y
mic_ind_2.1Lea_d154_m28,microfinance,India,2.1,Learning,Operating expense / loan portfolio,%,m10,-0.097127,-0.097124,-1.7487,1900,-45.244,7.6928e+05,36.738,2002.5,3535.4,0.70764,0.64917,6.543,4.6892,0.70764,0.6711,6.543,4.6892,0.62651,0.57982,7.3954,6.1483,19,19,5.9981e-05,1.4032e-05,4.5949e-05,19,18,1,0,0,1,0.78088,0,1,y,y,y,y,y,y,y,m,y,m,y
mic_ind_2.7Gra_d54_m28,microfinance,India,2.7,Granularity (Unit Size),Average loan balance per borrower / GNI per capita,%,m10,-0.03725,-0.037249,-0.55212,1733,-117.97,4.5941e+05,28.846,1992.8,1125.3,0.58088,0.49706,2.6787,2.2851,0.58088,0.52849,2.6787,2.2851,0.53415,0.47592,2.8241,2.4435,19,19,5.4641e-05,2.468e-05,2.9961e-05,19,16,5,1,1,0,0.92516,0,1,m,y,y,y,y,y,y,m,y,m,y
mic_ind_3.2Adc_d68_m28,microfinance,India,3.2,Adopter Characteristics,Clients below poverty line,%,m10,-0.2515,-0.034056,-2.0676,2021.4,-17.473,70.751,103.15,1997.5,4223.3,0.31513,0.0583,10.6,7.3694,0.30745,0.15356,10.66,7.9598,0.31049,0.15726,10.636,7.8444,12,12,1.3145,0.65017,0.6643,12,11,10,0,0,1,0.85051,0,1,m,y,y,y,y,y,y,y,y,m,y
mic_ind_3.2Adc_d97_m28,microfinance,India,3.2,Adopter Characteristics,Female borrowers,%,m10,0.047256,0.0064388,0.60352,1970.3,92.993,108.44,12.562,1698,-1119.4,0.8591,0.83268,1.4153,1.1371,0.84905,0.83129,1.4649,1.1502,0.85194,0.83452,1.4508,1.1491,20,20,0.91501,0.79004,0.12497,20,1,16,0,1,0,0.95029,0,1,y,y,y,y,y,y,y,m,y,m,y
mic_ind_3.5Mar_d126_m8,microfinance,India,3.5,Market Formation,NewStartups,# companies,m10,0.0037862,0.0037882,0.0047431,4004.3,1160.7,1829.2,0.99527,2019.2,-8.5623,0.0019047,-0.071127,1.2172,0.8713,0.0019044,-0.045624,1.2172,0.8713,0.0025562,-0.044941,1.2168,0.87256,45,24,0.0027334,0.00054667,0.0021867,39,12,38,1,0,1,0.42453,0,1,n,y,y,m,m,m,m,m,m,n,m
mic_ind_3.5Mar_d171_m11,microfinance,India,3.5,Market Formation,PrivateEquityDeals,# deals,m10,0.49157,0.018102,0.18195,2007.5,8.9396,6.1205,1551.7,1.578e+05,-362,0.72257,0.70227,1.6745,0.98053,-0.50836,-0.58018,3.9044,2.2667,0.55249,0.53118,2.1267,1.6506,45,19,1.7972,0.32677,1.4705,19,7,13,1,1,1,0.90233,0,1,y,y,y,y,y,y,y,y,y,y,y
mic_ind_3.5Mar_d175_m27,microfinance,India,3.5,Market Formation,PrivateEquityInvestment,$ million,m10,0.22857,0.093588,3.0823,2015.1,19.226,156.59,0.61832,1965,-6136.3,0.37287,0.32698,58.66,29.198,0.34564,0.31448,59.92,34.464,0.29205,0.25833,62.326,41.899,45,18,2.0838,0.026748,2.057,19,2,12,1,1,1,0.49129,0,0,m,y,y,m,m,m,m,y,m,m,m
mic_ind_3.5Mar_d200_m27,microfinance,India,3.5,Market Formation,TotalFundraisingAmount,$ million,m10,1.8765,0.099876,16.263,2016.6,2.3419,772.09,0.0281,1920.9,-32388,0.4505,0.4103,287.91,111.31,0.36635,0.33617,309.17,128.53,0.29574,0.2622,325.94,163.33,45,21,3.1291,0.00069368,3.1284,24,5,23,1,0,1,0.43298,0,0,m,y,y,m,m,m,m,y,m,m,m
mic_ind_3.5Mar_d204_m11,microfinance,India,3.5,Market Formation,TotalFundraisingDeals,# deals,m10,0.53516,0.038195,0.39539,2009.4,8.2115,14.262,1547.7,1.5819e+05,-786.63,0.79068,0.77536,3.0629,1.6352,-0.54304,-0.61652,8.316,4.9333,0.58834,0.56874,4.2953,3.2512,45,24,1.8931,0.070115,1.823,40,7,39,1,0,1,0.91195,0,1,y,y,y,m,y,m,y,y,y,m,m
mic_ind_3.5Mar_d74_m128,microfinance,India,3.5,Market Formation,CumulativeStartups,cum. # companies,m10,0.12138,0.048101,1.0947,2004.9,36.204,47.06,3.4984,1968.4,-2171,0.98118,0.9798,1.9671,1.5816,0.9173,0.91336,4.1235,3.6565,0.98315,0.98235,1.8612,1.5942,45,42,0.89248,0.021249,0.87123,42,3,41,0,0,0,0.96716,0,1,y,y,y,y,y,y,y,y,y,y,y
mic_ind_4.1Kso_d213_m100,microfinance,India,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,m10,0.053614,-0.086078,-2.8249,1492.4,81.965,24.274,44.321,2006.1,5713.6,-2.74e-13,-0.17647,26.408,20.86,0.33185,0.25761,21.586,15.764,0.41956,0.35507,20.12,14.236,21,20,4.1196,0.047284,4.0723,21,14,5,1,1,1,0.89392,0,1,n,y,y,m,m,m,y,y,y,n,m
mic_nig_1.1Ado_d107_m122,microfinance,Nigeria,1.1,Adoption over time,Gross lender loan portfolio,USD,m10,0.076209,0.16435,1.7289e+08,2023.9,57.663,4.3282e+09,1.2402e-33,1424.4,-3.4649e+11,0.22382,0.068587,1.2932e+09,1.1392e+09,0.40055,0.32562,1.1365e+09,8.2124e+08,0.41621,0.34324,1.1215e+09,8.913e+08,19,19,1,0.0005155,0.99948,19,4,18,1,0,1,0.79033,0,0,n,y,y,m,m,m,y,y,y,n,m
mic_nig_1.1Ado_d132_m111,microfinance,Nigeria,1.1,Adoption over time,Number of active borrowers,No.,m10,-3.7748e-06,0.10728,1.1353e+05,1.9272e+06,-1.1642e+06,9.089e+05,7.0565e-06,1771.8,-2.2717e+08,-2.4859e-08,-0.2,8.4477e+05,7.1423e+05,0.48151,0.4167,6.0829e+05,3.4363e+05,0.5418,0.48453,5.7183e+05,3.2818e+05,19,19,3.4876,0.020317,3.4673,19,9,15,1,1,1,0.71053,0,0,n,y,y,y,y,y,y,y,y,n,y
mic_nig_2.1Lea_d154_m28,microfinance,Nigeria,2.1,Learning,Operating expense / loan portfolio,%,m10,-0.070794,-0.070792,-2.8565,1852.7,-62.074,2.7937e+06,88.156,1999.1,5786,0.47256,0.36707,17.75,12.407,0.47256,0.40663,17.75,12.407,0.40976,0.33598,18.777,12.753,19,19,4.8325e-05,9.169e-06,3.9156e-05,19,18,2,0,1,1,0.69964,0,0,m,y,y,y,y,y,m,m,y,m,m
mic_nig_2.7Gra_d54_m28,microfinance,Nigeria,2.7,Granularity (Unit Size),Average loan balance per borrower / GNI per capita,%,m10,0.41159,0.050106,2.6136,2301.3,10.677,463.63,1.1883,1938.8,-5209.7,-0.99373,-1.3925,58.113,41.028,0.096723,-0.016187,39.116,22.719,0.12098,0.011104,38.587,21.682,19,19,0.43536,0.01949,0.41587,19,3,14,1,1,1,0.49919,0,0,n,y,y,m,m,m,m,y,m,n,m
mic_nig_3.2Adc_d68_m28,microfinance,Nigeria,3.2,Adopter Characteristics,Clients below poverty line,%,m10,-0.45942,-0.020618,-0.92266,2019.7,-9.5652,46.733,67.74,1990.4,1899.9,0.15412,-0.69176,8.6057,7.1053,0.10624,-0.34065,8.8459,7.7713,0.11033,-0.3345,8.8256,7.7549,7,7,1.1341,0.53495,0.59915,10,4,2,1,1,1,0.82717,0,1,n,y,y,y,y,y,y,y,m,n,m
mic_nig_3.2Adc_d97_m28,microfinance,Nigeria,3.2,Adopter Characteristics,Female borrowers,%,m10,-0.018645,-0.018638,-1.2788,1586.6,-235.69,1.8237e+05,79.689,2001.5,2638.9,0.45519,0.34623,7.7194,5.9172,0.45519,0.38709,7.7193,5.9172,0.44858,0.37966,7.766,5.9295,19,19,0.00049842,0.00028083,0.00021759,19,18,7,0,1,0,0.92972,0,1,m,y,y,y,y,y,y,m,y,m,y
mic_nig_3.5Mar_d126_m8,microfinance,Nigeria,3.5,Market Formation,NewStartups,# companies,m10,0.082052,0.0019704,0.010672,4046.9,53.557,11.575,1555,1.5747e+05,-21.032,-0.20833,-0.29675,0.80277,0.33333,-0.20833,-0.26587,0.80277,0.33333,0.036018,-0.0098861,0.71702,0.47619,45,11,0.34557,0.086393,0.25918,35,13,34,1,0,1,0.44828,0,1,n,y,y,m,m,m,m,y,m,n,m
mic_nig_3.5Mar_d171_m11,microfinance,Nigeria,3.5,Market Formation,PrivateEquityDeals,# deals,m10,295.48,0.0016885,0.0073781,2008.2,0.014872,0.3125,1554.9,1.5747e+05,-14.66,0.11924,0.054798,0.40654,0.18056,-0.065789,-0.11654,0.44721,0.11111,0.048929,0.0036395,0.42246,0.20399,45,3,6.4,3.2,3.2,14,13,0,0,0,1,0,0,1,n,m,m,m,m,m,m,y,m,n,m
mic_nig_3.5Mar_d175_m27,microfinance,Nigeria,3.5,Market Formation,PrivateEquityInvestment,$ million,m10,0.20125,0.0010606,0.00063653,2074.7,21.836,1451.5,1555.1,1.5746e+05,-1.2689,0.12841,0.064632,0.03302,0.010225,-0.023594,-0.072336,0.035783,0.0054327,0.054631,0.0096134,0.034389,0.012618,45,2,0.00016534,3.0795e-06,0.00016226,14,0,13,0,0,1,0,1,1,n,m,m,m,m,m,m,m,m,n,m
mic_nig_3.5Mar_d200_m27,microfinance,Nigeria,3.5,Market Formation,TotalFundraisingAmount,$ million,m10,173.9,0.017596,0.17717,2011,0.02527,8.0227,1551.9,1.5778e+05,-352.33,0.18266,0.12285,7.6381,2.4324,-0.078137,-0.12948,8.7724,2.3616,0.07417,0.030083,8.1292,3.4177,45,11,6.8436,0.00055717,6.8431,15,10,13,1,0,1,0.072787,0,1,n,y,y,m,m,m,m,y,m,n,m
mic_nig_3.5Mar_d204_m11,microfinance,Nigeria,3.5,Market Formation,TotalFundraisingDeals,# deals,m10,540.41,0.0046111,0.038472,2007.7,0.0081317,1.2941,1554.4,1.5753e+05,-76.487,0.47201,0.43337,0.62413,0.35294,-0.38554,-0.45152,1.0111,0.53333,0.33837,0.30686,0.69867,0.52425,45,15,2.3182,0.77275,1.5455,34,5,33,1,0,1,0.54348,0,1,m,y,y,m,m,m,m,y,y,m,m
mic_nig_3.5Mar_d74_m128,microfinance,Nigeria,3.5,Market Formation,CumulativeStartups,cum. # companies,m10,0.17177,0.065345,0.39592,2009.4,25.583,16.746,9.4071,2013.7,-786.76,0.96677,0.96434,0.99222,0.73319,0.91051,0.90625,1.6283,1.3792,0.89238,0.88726,1.7856,1.4514,45,38,0.89574,0.059716,0.83602,38,3,37,0,0,0,0.95593,0,1,y,y,y,y,y,y,y,y,y,y,y
mic_nig_4.1Kso_d213_m100,microfinance,Nigeria,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,m10,0.0012803,0.0012486,0.046713,4882.7,3432.5,1366,87.95,2778.8,-60.231,0.00012321,-0.17633,24.262,18.378,0.00012293,-0.11097,24.262,18.378,0.00013591,-0.11096,24.262,18.376,21,19,0.073206,0.003735,0.069471,19,16,18,1,0,1,0.89171,0,1,n,y,y,y,y,y,y,m,m,n,m
non_glo_1.1Ado_d119_m119,non-cash transactions,Global,1.1,Adoption over time,Market size of payments worldwide (also by world region),Total payments revenue (trillion $),s9,0.05318,0.053179,0.078638,2218,82.633,74092,5.3468,2038.7,-156.88,0.93429,0.92021,0.11009,0.079115,0.93429,0.92553,0.11009,0.079114,0.90244,0.88943,0.13414,0.10636,18,18,3.3742e-05,1.2147e-05,2.1595e-05,18,0,17,0,0,0,0.91718,0,1,y,y,y,y,y,y,y,m,y,m,y
non_glo_1.1Ado_d135_m113,non-cash transactions,Global,1.1,Adoption over time,Number of digital payments worldwide (also by world region),Number (billion) of cashless transactions,s9,0.14478,0.14478,97.965,2106.9,30.353,2.5156e+08,0.00013235,1911.7,-1.9698e+05,0.9971,0.99586,17.136,14.294,0.9971,0.99638,17.136,14.294,0.94764,0.93455,72.819,64.157,11,11,5.3069e-06,1.2367e-06,4.0702e-06,11,0,10,0,0,0,0.85072,0,0,y,y,y,y,y,y,y,m,y,m,y
non_glo_3.3Leg_d235_m20,non-cash transactions,Global,3.3,Risk & Uncertainty (Shared Expectations),scientific publications,# publications,s9,0.35565,0.17967,6.3224,2020.4,12.356,778.51,4.9029e-05,1932.6,-12553,0.98307,0.98207,19.238,11.267,0.96929,0.96811,25.907,13.039,0.46088,0.44015,108.55,81.417,55,31,0.75143,0.0012845,0.75015,32,1,31,0,0,1,0.88134,0,0,y,y,y,y,y,y,y,y,y,y,y
non_glo_4.1Kso_d213_m100,non-cash transactions,Global,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,s9,0.84876,0.14058,5.4872,2015.8,5.1775,85.098,0.11503,1975,-11015,0.94031,0.92978,8.9366,5.4053,0.82703,0.80781,15.213,12.91,0.82511,0.80568,15.297,13.368,21,20,1.1751,0.0041671,1.171,21,1,17,0,1,1,0.88713,0,1,y,y,y,y,y,y,y,y,y,y,y
non_glo_4.2Kme_d144_m101,non-cash transactions,Global,4.2,Knowledge flows,"Number of times ""cashless society"" appears in the Google Ngram corpus between 2005 and 2022","Indexed to ""digital payments"" (100=2022)",s9,0.056973,0.0037254,0.029582,2220.4,77.132,68208,1554.7,1.5754e+05,-59.017,0.83929,0.80485,0.070611,0.06118,-10.687,-12.245,0.60215,0.57581,0.75925,0.72715,0.086424,0.078725,18,18,1.3561e-05,5.7043e-06,7.8567e-06,18,0,17,0,0,0,0.91725,1,1,y,y,y,y,y,y,y,m,y,m,y
non_glo_4.2Kme_d145_m101,non-cash transactions,Global,4.2,Knowledge flows,"Number of times ""cashless"" appears in the Google Ngram corpus between 2005 and 2022","Indexed to ""digital payments"" (100=2022)",s9,0.065415,0.065414,1.0684,2191.5,67.178,2.0521e+06,0.9968,1969.2,-2131.7,0.64641,0.57064,4.5872,3.9974,0.64641,0.59926,4.5872,3.9974,0.51632,0.45183,5.365,4.7798,18,18,1.7856e-05,5.9925e-06,1.1863e-05,18,0,9,0,1,0,0.89519,0,1,m,y,y,y,y,y,y,m,y,m,y
non_glo_4.2Kme_d146_m101,non-cash transactions,Global,4.2,Knowledge flows,"Number of times ""digital payments"" appears in the Google Ngram corpus between 2005 and 2022","Indexed to ""digital payments"" (100=2022)",s9,0.6012,0.24541,5.8245,2019.3,7.3094,109.42,0.052774,1991.8,-11707,0.99866,0.99837,1.2518,0.92611,0.95587,0.94999,7.1787,5.7979,0.78189,0.75281,15.96,14.427,18,18,0.91388,0.0040198,0.90986,18,0,15,0,1,1,0.8335,0,1,y,y,y,y,y,y,y,y,y,y,y
non_swe_1.1Ado_d170_m41,non-cash transactions,Sweden,1.1,Adoption over time,Percentage of people who paid cash for their last in-store purchase,% most recent in-store purchase in cash,s9,-0.1361,-0.1361,-2.3454,1933.9,-32.288,1.2605e+06,32.654,2011.5,4749.2,0.97251,0.95189,1.8215,1.4168,0.97251,0.96151,1.8215,1.4168,0.88242,0.83539,3.7669,3.4568,8,8,3.094e-05,6.3467e-06,2.4593e-05,14,7,1,0,0,0,0.75569,0,1,y,y,y,y,y,y,y,m,y,m,y
non_swe_4.5Inf_d116_m114,non-cash transactions,Sweden,4.5,Physical Infrastructure Dependence,"Locations for deposit of daily takings, number per type of service",Number of locations for depositing daily cash takings,s9,-0.13897,-0.13897,-160.76,1931.4,-31.622,2.4824e+08,2194.4,2015.1,3.2592e+05,0.93911,0.89344,97.554,81.209,0.93911,0.91475,97.554,81.209,0.86814,0.81539,143.56,116.1,8,8,8.1211e-06,3.4482e-06,4.6728e-06,8,7,1,0,1,0,0.81401,0,0,y,y,y,y,y,y,y,m,y,m,y
non_swe_4.5Inf_d139_m115,non-cash transactions,Sweden,4.5,Physical Infrastructure Dependence,"Number of locations for cash withdrawals, deposits of daily takings and over-the-counter payments",Number of locations for withdrawing/using/depositing cash,s9,0.0035186,-0.08989,-506.64,-5093.2,1248.9,5734.2,9657.1,2013.5,1.0289e+06,-1.0485e-12,-0.75,1176.7,1003.6,0.98933,0.98506,121.56,110.9,0.9732,0.96248,192.65,181.09,8,8,1.3461,0.73854,0.60758,8,7,0,0,0,0,0.85469,0,0,n,y,y,y,y,y,y,y,y,n,y
non_uki_1.1Ado_d229_m32,non-cash transactions,UK,1.1,Adoption over time,proportion of cash payment methods to all payment methods (point of sale),% cash payments as total number of PoS payments,s9,-0.48601,-0.15569,-2.7,2020.9,-9.0418,27.77,31.728,2015.4,5470.4,0.67932,0.19829,3.7385,3.1259,0.61894,0.36489,4.0753,3.0505,0.65048,0.41746,3.903,3.2,6,6,0.97227,0.3601,0.61217,7,4,1,1,1,1,0.76218,0,1,m,y,y,y,y,y,y,y,y,m,y
non_uki_1.1Ado_d230_m33,non-cash transactions,UK,1.1,Adoption over time,proportion of cash payments to all payment types (in store PoS),% cash payments as total number of in-store PoS payments,s9,-0.12968,-0.056555,-1.7994,2010.8,-33.887,60.499,51.031,2000.5,3648.4,0.99267,0.99145,0.97935,0.82165,0.96514,0.96148,2.136,1.6616,0.99556,0.99509,0.76239,0.66159,22,22,0.83473,0.18017,0.65456,22,21,0,0,0,0,0.94182,0,1,y,y,y,y,y,y,y,y,y,y,y
non_uki_1.1Ado_d231_m34,non-cash transactions,UK,1.1,Adoption over time,proportion of cash payments to all payment types (total numbers),% cash payments of total number of payments,s9,-0.31988,-0.093685,-3.6731,2017.7,-13.738,60.898,65.763,2008.8,7441,0.99245,0.99039,1.4025,1.1462,0.89962,0.88289,5.1134,4.5971,0.96684,0.96131,2.9391,2.5887,15,15,0.93895,0.20571,0.73324,15,14,0,0,0,0,0.92301,0,1,y,y,y,y,y,y,y,y,y,y,y
non_uki_2.5Var_d221_m76,non-cash transactions,UK,2.5,Variety,most used e-commerce payment methods,% online shopping payments by credit or debit card,s9,-0.80559,-0.0093825,-0.47464,2025.7,-5.4549,50.476,81.155,1966.2,1007.8,0.61444,0.22889,1.3453,1.1348,0.26329,-0.10507,1.8596,1.7138,0.27034,-0.094494,1.8507,1.7081,7,7,1.0302,0.91132,0.11887,8,4,1,1,1,0,0.86563,0,1,m,y,y,y,y,y,y,m,m,m,m
non_uki_2.5Var_d221_m77,non-cash transactions,UK,2.5,Variety,most used e-commerce payment methods,% online shopping payments by e-wallet,s9,0.067578,0.06757,2.0072,2153.5,65.027,2.5523e+05,5.0827,1993.3,-4023.5,0.94472,0.88943,1.1577,0.93824,0.94472,0.91708,1.1577,0.93824,0.93604,0.90406,1.2453,1.0207,7,7,0.00014889,9.0116e-05,5.8772e-05,8,0,5,0,1,0,0.84088,0,1,y,y,y,y,y,y,y,m,y,m,y
non_uki_2.9Int_d48_m150,non-cash transactions,UK,2.9,Interdependence (with hardware),Annual credit card and debit cards issued,total number of credit cards and debit cards in circulation,s9,0.31696,0.0125,1.8815e+06,1997.9,13.864,1.5455e+08,5.4341,643.48,-3.639e+09,0.9495,0.94153,3.3372e+06,2.8323e+06,0.67878,0.64665,8.4171e+06,6.5732e+06,0.70622,0.67684,8.0495e+06,6.3206e+06,23,23,1.0276,0.65079,0.37677,23,0,22,0,0,0,0.96312,0,0,y,y,y,y,y,y,y,y,y,y,y
non_uki_4.1Kso_d213_m100,non-cash transactions,UK,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,s9,0.1261,0.12095,4.2922,2043.1,34.848,1162.5,0.14775,1970.4,-8607.7,0.92449,0.91116,7.5772,5.6747,0.92441,0.91602,7.581,5.7301,0.88844,0.87605,9.2098,7.0683,21,20,0.08602,0.0022036,0.083816,20,0,19,0,0,1,0.86439,0,1,y,y,y,y,y,y,y,m,y,m,y
non_uki_4.5Inf_d140_m118,non-cash transactions,UK,4.5,Physical Infrastructure Dependence,Number of point of sale (PoS) terminals,Total number of POS terminals,s9,0.38911,0.045006,1.0908e+05,2011.6,11.294,2.6805e+06,0.051052,1626.2,-2.1777e+08,0.78363,0.69091,2.003e+05,1.5623e+05,0.59382,0.49228,2.7444e+05,2.2143e+05,0.64165,0.55206,2.5778e+05,1.9873e+05,11,11,1.1141,0.59342,0.52066,11,3,10,1,0,0,0.92603,0,0,y,y,y,y,y,y,y,y,y,y,y
non_usa_1.1Ado_d190_m31,non-cash transactions,US,1.1,Adoption over time,Share of payment instrument use for all payments,% cash payments as % of all payments,s9,-0.13854,-0.10211,-2.3473,2011.5,-31.719,91.409,40.789,2013.7,4763.5,0.93706,0.88985,1.3997,1.0635,0.93577,0.91008,1.414,1.0382,0.92925,0.90095,1.484,1.1051,8,8,0.33976,0.17523,0.16453,8,7,0,0,0,0,0.85654,0,1,y,y,y,y,y,y,y,m,y,m,y
non_usa_3.2Adc_d188_m78,non-cash transactions,US,3.2,Adopter characteristics,Share of cash and credit card payments by age group,% payments by cash (18-24 age group),s9,-0.53514,-0.1317,-3.5332,2021.1,-8.2118,37.393,44.764,2014.7,7160.1,0.8691,0.77092,3.2397,2.8477,0.75869,0.66216,4.3986,3.7435,0.81741,0.74438,3.8262,3.267,8,8,0.91892,0.35657,0.56235,8,5,1,1,1,0,0.87033,0,1,y,y,y,y,y,y,y,y,y,y,y
non_usa_3.2Adc_d188_m79,non-cash transactions,US,3.2,Adopter characteristics,Share of cash and credit card payments by age group,% payments by cash (25-54 age group),s9,-0.1386,-0.1386,-2.6339,1943.3,-31.706,7.2189e+05,34.065,2015.2,5338.8,0.95517,0.92154,1.329,1.0921,0.95517,0.93723,1.329,1.0921,0.92453,0.89434,1.7243,1.3716,8,8,4.161e-05,1.6472e-05,2.5137e-05,8,7,0,0,0,0,0.83289,0,1,y,y,y,y,y,y,y,m,y,m,y
non_usa_3.2Adc_d188_m80,non-cash transactions,US,3.2,Adopter characteristics,Share of cash and credit card payments by age group,% payments by cash (55 and older age group),s9,-0.19103,-0.066558,-1.9052,2022.5,-23.004,44.513,48.785,2011.1,3875.8,0.86744,0.76803,1.7121,1.3619,0.85127,0.79178,1.8135,1.4205,0.86182,0.80655,1.748,1.4009,8,8,0.76621,0.49927,0.26694,8,6,0,1,0,0,0.87299,0,1,y,y,y,y,y,y,y,y,y,y,y
non_usa_3.2Adc_d189_m81,non-cash transactions,US,3.2,Adopter characteristics,Share of cash and credit card payments by income bracket,"% payments by cash (income $100,000 – $149,999)",s9,-0.15379,-0.15378,-1.2896,1949.5,-28.575,3.9945e+05,15.957,2015.4,2613.4,0.80614,0.66074,1.5036,1.1406,0.80614,0.72859,1.5036,1.1406,0.74862,0.64807,1.7122,1.3704,8,8,3.7552e-05,1.1516e-05,2.6036e-05,8,7,3,0,1,1,0.78503,0,1,y,y,y,y,y,y,y,m,y,m,y
non_usa_3.2Adc_d189_m82,non-cash transactions,US,3.2,Adopter characteristics,Share of cash and credit card payments by income bracket,"% payments by cash (income $25,000 – $49,999)",s9,-0.098357,-0.098352,-0.99516,1918.6,-44.678,2.1272e+05,14.544,2016.1,2020.4,0.76807,0.59412,1.2864,1.0656,0.76807,0.6753,1.2864,1.0657,0.72865,0.62011,1.3915,1.2058,8,8,6.8636e-05,3.5578e-05,3.3058e-05,8,7,1,0,1,0,0.82727,0,1,y,y,y,y,y,y,y,m,y,m,y
non_usa_3.2Adc_d189_m83,non-cash transactions,US,3.2,Adopter characteristics,Share of cash and credit card payments by income bracket,"% payments by cash (income $50,000 – $74,999)",s9,-0.11114,-0.11008,-0.99508,1977.1,-39.538,1000.9,14.788,2014.9,2018.8,0.82128,0.68723,1.0754,0.89179,0.82128,0.74979,1.0754,0.89184,0.80335,0.72469,1.1281,0.96973,8,8,0.013088,0.006494,0.0065939,8,7,3,0,1,0,0.83432,0,1,y,y,y,y,y,y,y,m,y,m,y
non_usa_3.2Adc_d189_m84,non-cash transactions,US,3.2,Adopter characteristics,Share of cash and credit card payments by income bracket,"% payments by cash (income $75,000 – $99,999)",s9,-0.14726,-0.14726,-1.1879,1944.3,-29.842,5.4566e+05,15.392,2015.4,2408,0.79193,0.63588,1.4663,1.1956,0.79193,0.7087,1.4663,1.1956,0.71697,0.60376,1.7102,1.4085,8,8,2.5657e-05,8.98e-06,1.6677e-05,8,7,3,0,1,0,0.81025,0,1,y,y,y,y,y,y,y,m,y,m,y
non_usa_3.2Adc_d189_m85,non-cash transactions,US,3.2,Adopter characteristics,Share of cash and credit card payments by income bracket,"% payments by cash (income greater than $150,000)",s9,-0.18077,-0.18077,-1.4767,1955.5,-24.31,8.7683e+05,11.54,2017.6,2991.2,0.93022,0.87789,0.97039,0.80966,0.93022,0.90231,0.97039,0.80966,0.84833,0.78766,1.4307,1.2162,8,8,1.7449e-05,6.3362e-06,1.1113e-05,8,7,1,0,1,0,0.80408,0,1,y,y,y,y,y,y,y,m,y,m,y
