Code,Innovation Name,Spatial Scale,Indicator Number,Indicator Name,Description,Metric,Category,slope_log,slope_exp,slope_lin,log_t0,log_Dt,log_K,exp_a,exp_c,lin_intercept,log_r2,log_r2adj,log_rmse,log_mae,exp_r2,exp_r2adj,exp_rmse,exp_mae,lin_r2,lin_r2adj,lin_rmse,lin_mae
sus_glo_3.5Mar_d191_m126,Sustainable fashion,Global,3.5,Market Formation,Sustainable fashion startups founded each year,cumulative # of start up companies,m1,0.30166,0.14997,6.3173,2019.1,14.568,142.7,0.039226,1970,-12684,0.99466,0.99366,2.7823,2.2769,0.96133,0.95678,7.4871,6.0862,0.91548,0.90554,11.068,9.9
sus_glo_3.5Mar_d191_m17,Sustainable fashion,Global,3.5,Market Formation,Sustainable fashion startups founded each year,# of new start up companies,m1,0.47161,0.062718,0.45865,2012.8,9.318,9.0805,9.279,2023.5,-918.44,0.44487,0.34078,3.394,2.5653,0.26215,0.17535,3.9128,2.9758,0.33708,0.25909,3.7089,2.7143
sus_glo_3.5Mar_d197_m28,sustainable fashion,Global,3.5,Market Formation,TotalFundraisingAmount (2nd hand clothes),$ million,m1,47.44,0.21248,7.7075,2022.1,0.092632,893.86,3.5232e-05,1945.4,-15360,0.41892,0.3764,205.88,70.076,0.28777,0.25385,227.93,72.7,0.13736,0.096282,250.85,113.07
sus_glo_3.5Mar_d199_m28,sustainable fashion,Global,3.5,Market Formation,TotalFundraisingAmount (sust fashion),$ million,m1,184.54,0.080951,8.1653,2017,0.023813,511.68,0.050689,1914.4,-16261,0.16947,0.1087,403.74,117.6,0.061317,0.016618,429.22,139.24,0.057296,0.012405,430.14,150.47
sus_glo_3.5Mar_d201_m11,sustainable fashion,Global,3.5,Market Formation,TotalFundraisingDeals (2nd hand clothes),# deals,m1,0.96978,0.028936,0.29578,2012.9,4.5314,11.712,1549.3,1.5803e+05,-588.96,0.82507,0.81227,2.1519,1.1537,-0.38684,-0.45288,6.059,3.2,0.55745,0.53638,3.4227,2.7899
sus_glo_3.5Mar_d203_m11,sustainable fashion,Global,3.5,Market Formation,TotalFundraisingDeals (sust fashion),# deals,m1,0.63312,0.14681,0.56561,2018.1,6.941,34.352,6.4782,2012.1,-1126.8,0.81197,0.79821,4.7744,2.214,0.73486,0.72223,5.6694,2.6784,0.44511,0.41868,8.2017,5.9429
sus_glo_3.5Mar_d74_m125,sustainable fashion,Global,3.5,Market Formation,CumulativeStartups (2nd hand clothes),cum. # companies,m1,0.29412,0.13392,1.2734,2017.8,14.941,82.748,3.4235,2000.4,-2535.4,0.99447,0.99406,1.5548,1.3748,0.96908,0.9676,3.6764,2.4855,0.62576,0.60794,12.789,10.679
sus_glo_3.5Mar_d76_m125,sustainable fashion,Global,3.5,Market Formation,CumulativeStartups (sust fashion),cum. # companies,m1,0.19639,0.12478,3.504,2021,22.376,306.24,0.14992,1965.9,-6975.7,0.99453,0.99413,4.0824,3.0587,0.98512,0.98441,6.7342,3.9263,0.67957,0.66432,31.248,26.162
sus_glo_4.1Kso_d107_m131,Sustainable fashion,Global,4.1,Knowledge Flows (Social Networks),Google Trends (indexed to 100 in month of max. search frequency),index 0-100,m1,0.50439,0.17551,4.586,2018.1,8.7124,93.956,0.13307,1985.4,-9205.5,0.94722,0.93732,6.8085,5.5747,0.90492,0.89374,9.1381,6.6771,0.7962,0.77223,13.379,11.846
sus_jap_2.3Rel_d112_m104,Sustainable fashion,Japan,2.3,Relative advantage - co-benefits,Imports of worn clothing,Million USD,m1,-1.6545e-06,0.0059321,2.8823e+05,2.2947e+06,-2.6561e+06,4.8079e+07,5634.4,483.67,-5.3101e+08,-1.4328e-07,-0.09375,2.7508e+07,2.2215e+07,0.011424,-0.048489,2.735e+07,2.2306e+07,0.011848,-0.04804,2.7344e+07,2.2302e+07
sus_jap_2.3Rel_d96_m104,Sustainable fashion,Japan,2.3,Relative advantage - co-benefits,Exports of worn clothing,Million USD,m1,0.1024,0.035703,2.4464e+06,2003.3,42.914,1.1831e+08,0.47414,1482.6,-4.8414e+09,0.68449,0.65491,1.7591e+07,1.4138e+07,0.63022,0.60781,1.9044e+07,1.3917e+07,0.6585,0.6378,1.8302e+07,1.411e+07
sus_jap_3.5Mar_d191_m126,Sustainable fashion,Japan,3.5,Market Formation,Sustainable fashion startups founded each year,cumulative # of start up companies,m1,0.7029,0.21408,0.17368,2018.8,6.2519,3.0583,1.6878,2020.4,-349.04,0.96994,0.9643,0.19976,0.1283,0.89259,0.87996,0.3776,0.29779,0.75558,0.72682,0.56963,0.48684
sus_jap_3.5Mar_d191_m17,Sustainable fashion,Japan,3.5,Market Formation,Sustainable fashion startups founded each year,# of new start up companies,m1,82.061,0.13631,0.02807,2016.1,0.053551,0.42857,0.92102,2028.2,-56.375,0.32143,0.18571,0.30038,0.18045,0.15312,0.047257,0.33557,0.24092,0.17778,0.075,0.33064,0.24081
sus_jap_4.1Kso_d107_m131,Sustainable fashion,Japan,4.1,Knowledge Flows (Social Networks),Google Trends (indexed to 100 in month of max. search frequency),index 0-100,m1,0.62494,0.17671,4.0464,2017.6,7.0318,73.963,0.24165,1990,-8124.1,0.95712,0.94908,5.3744,4.3107,0.88838,0.87524,8.6711,6.3516,0.80824,0.78568,11.365,9.7542
sus_uki_2.3Rel_d112_m104,Sustainable fashion,UK,2.3,Relative advantage - co-benefits,Imports of worn clothing,Million USD,m1,0.10657,0.10657,2.4913e+06,2120.7,41.236,3.2011e+12,6.3657e-07,1716.6,-4.9721e+09,0.83698,0.81886,1.107e+07,7.9481e+06,0.83698,0.82533,1.107e+07,7.948e+06,0.66057,0.63633,1.5973e+07,1.2749e+07
sus_uki_2.3Rel_d96_m104,Sustainable fashion,UK,2.3,Relative advantage - co-benefits,Exports of worn clothing,Million USD,m1,0.33289,0.04652,1.7961e+07,2004.3,13.201,5.0118e+08,1.5586e-08,1202.2,-3.5748e+10,0.8943,0.88256,6.0064e+07,4.5354e+07,0.63568,0.60966,1.1151e+08,9.7822e+07,0.75611,0.73869,9.1236e+07,6.9071e+07
sus_uki_3.5Mar_d191_m126,Sustainable fashion,UK,3.5,Market Formation,Sustainable fashion startups founded each year,cumulative # of start up companies,m1,0.87725,0.092095,0.97368,2018.6,5.0093,17.894,-24.946,4814.3,-1955.9,0.98067,0.9768,0.87296,0.74129,-0.64765,-0.8536,8.059,5.0526,0.72154,0.68673,3.3131,2.9972
sus_uki_3.5Mar_d191_m17,Sustainable fashion,UK,3.5,Market Formation,Sustainable fashion startups founded each year,# of new start up companies,m1,2.5207,0.10486,0.12982,2016.1,1.7434,2.177,6.1673,2033.3,-260.57,0.31085,0.17303,1.4478,0.76579,0.13312,0.024765,1.6238,1.0544,0.16624,0.062022,1.5925,1.0316
sus_uki_4.1Kso_d107_m131,Sustainable fashion,UK,4.1,Knowledge Flows (Social Networks),Google Trends (indexed to 100 in month of max. search frequency),index 0-100,m1,0.45481,0.18041,3.7991,2018.3,9.6622,80.672,0.25231,1991,-7626.6,0.95018,0.94084,5.4569,4.4543,0.91421,0.90412,7.1611,5.1425,0.80284,0.77965,10.856,9.3476
sus_usa_2.3Rel_d112_m104,Sustainable fashion,US,2.3,Relative advantage (co-benefits),Imports of worn clothing,Million USD,m1,0.055196,0.055195,3.2055e+05,2224.4,79.615,1.1538e+12,0.010478,1638.6,-6.3492e+08,0.43704,0.3788,4.0235e+06,3.2791e+06,0.43704,0.39951,4.0235e+06,3.2792e+06,0.32397,0.2789,4.4091e+06,3.142e+06
sus_usa_2.3Rel_d96_m104,Sustainable fashion,US,2.3,Relative advantage (co-benefits),Exports of worn clothing,Million USD,m1,0.069856,0.054679,2.3064e+07,2030.6,62.908,2.434e+09,5.9939e-11,1214.9,-4.5848e+10,0.91223,0.90315,6.9936e+07,5.9125e+07,0.91002,0.90402,7.0813e+07,5.7837e+07,0.86543,0.85646,8.6598e+07,7.9824e+07
sus_usa_3.5Mar_d191_m126,Sustainable fashion,US,3.5,Market Formation,Sustainable fashion startups founded each year,cumulative # of start up companies,m1,0.18568,0.13952,1.293,2024,23.666,54.973,8.6376,2015.1,-2594.4,0.98942,0.9873,0.75448,0.60562,0.98434,0.98238,0.91781,0.7705,0.93232,0.92386,1.9081,1.6343
sus_usa_3.5Mar_d191_m17,Sustainable fashion,US,3.5,Market Formation,Sustainable fashion startups founded each year,# of new start up companies,m1,0.11453,0.093659,0.11579,2030.3,38.37,8.7287,6.6865,2032.7,-231.88,0.3703,0.24435,0.85593,0.7334,0.3696,0.2908,0.8564,0.73437,0.34571,0.26393,0.87248,0.74903
sus_usa_4.1Kso_d107_m131,Sustainable fashion,US,4.1,Knowledge Flows (Social Networks),Google Trends (indexed to 100 in month of max. search frequency),index 0-100,m1,13.245,0.073569,0.77293,2021.9,0.33179,29.417,1533.7,1.5963e+05,-1553.1,0.9308,0.91782,2.0669,0.61668,-0.165,-0.30206,8.4807,3.1917,0.32176,0.24197,6.4708,4.7726
tel_aus_1.1Ado_d91_m114,Telework,Austria,1.1,Adoption over time,Employed persons teleworking as a percentage of the total employment (%),Percentage of total employment,b6,0.18112,0.001421,0.0046303,2011.6,24.263,0.15401,1555.3,1.5749e+05,-9.2283,0.23802,-0.14297,0.024385,0.019582,-17.842,-23.226,0.12126,0.118,0.22665,0.0056927,0.024567,0.019104
tel_aus_3.2Adc_d118_m38,Telework,Austria,3.2,Adopter characteristics,Male employees teleworking as a % of total male employment,% male teleworkers of total male employment,b6,0.18998,0.0014512,0.0049455,2012.5,23.131,0.14833,1555.3,1.575e+05,-9.872,0.25919,-0.11122,0.024584,0.019715,-14.939,-19.494,0.11404,0.1104,0.24732,0.03227,0.02478,0.019236
tel_aus_3.2Adc_d98_m36,Telework,Austria,3.2,Adopter characteristics,Female employees teleworking as a % of total female employment,% female teleworkers of total female employment,b6,0.17852,0.0013885,0.0042909,2010.5,24.615,0.15906,1555.3,1.5749e+05,-8.5348,0.21784,-0.17324,0.024023,0.019215,-21.654,-28.126,0.12929,0.1264,0.20587,-0.021026,0.024206,0.018989
tel_eun_1.1Ado_d90_m87,Telework,EU,1.1,Adoption over time,Employed persons teleworking as a % of total employment,% teleworkers of total employment,b6,0.29089,0.001757,0.0081818,2017.6,15.107,0.13245,1555.1,1.5751e+05,-16.441,0.59311,0.38966,0.019821,0.016733,-5.702,-7.6169,0.080444,0.0742,0.57197,0.44968,0.020329,0.016785
tel_eun_3.2Adc_d118_m38,Telework,EU,3.2,Adopter characteristics,Male employees teleworking as a % of total male employment,% male teleworkers of total male employment,b6,0.29001,0.10526,0.007703,2017.5,15.153,0.12506,2.1322,2051.3,-15.478,0.60118,0.40176,0.018349,0.015483,0.56187,0.43669,0.019232,0.014897,0.57986,0.45983,0.018833,0.015522
tel_eun_3.2Adc_d87_m113,Telework,EU,3.2,Adopter characteristics,Employed persons (Age: 15-24) teleworking as a percentage of total employees age: 15-24 (%),Percentage of employment within age group,b6,0.56218,0.0015011,0.0054,2017.1,7.8169,0.058173,1555.2,1.575e+05,-10.863,0.615,0.384,0.011579,0.010052,-3.4288,-4.9051,0.039273,0.034556,0.55822,0.41097,0.012404,0.010138
tel_eun_3.2Adc_d88_m113,Telework,EU,3.2,Adopter characteristics,Employed persons (Age: 25-49) teleworking as a percentage of total employees age: 25-49 (%),Percentage of employment within age group,b6,0.32617,,0.0090061,2018.1,13.473,0.13316,,,-18.108,0.63212,0.44817,0.020157,0.016905,,,,,0.60589,0.49329,0.020863,0.017205
tel_eun_3.2Adc_d89_m113,Telework,EU,3.2,Adopter characteristics,Employed persons (Age: 50+) teleworking as a percentage of total employees age: 50+ (%),Percentage of employment within age group,b6,0.20469,0.0015374,0.0058424,2015.4,21.469,0.13422,1555.2,1.575e+05,-11.707,0.51572,0.27358,0.016462,0.01395,-13.279,-17.359,0.089387,0.0862,0.50326,0.36134,0.016672,0.013714
tel_eun_3.2Adc_d98_m36,Telework,EU,3.2,Adopter characteristics,Female employees teleworking as a % of total female employment,% female teleworkers of total female employment,b6,0.29721,0.0018227,0.0088909,2017.6,14.786,0.14206,1555.1,1.5751e+05,-17.867,0.57525,0.36288,0.022376,0.018904,-5.3886,-7.2139,0.086781,0.0797,0.55323,0.42558,0.022949,0.018953
tel_fra_1.1Ado_d91_m114,Telework,France,1.1,Adoption over time,Employed persons teleworking as a percentage of the total employment (%),Percentage of total employment,b6,0.25393,0.0018494,0.0091939,2017.1,17.306,0.16771,1555.1,1.5751e+05,-18.461,0.48986,0.23479,0.027406,0.022958,-6.3776,-8.4854,0.10422,0.0969,0.47366,0.32327,0.027838,0.022835
tel_fra_3.2Adc_d118_m38,Telework,France,3.2,Adopter characteristics,Male employees teleworking as a % of total male employment,% male teleworkers of total male employment,b6,0.32973,0.0018513,0.0092,2017.3,13.327,0.13895,1555.1,1.5751e+05,-18.489,0.52198,0.28297,0.02594,0.021575,-4.7303,-6.3675,0.089812,0.0816,0.49606,0.35208,0.026634,0.02148
tel_fra_3.2Adc_d98_m36,Telework,France,3.2,Adopter characteristics,Female employees teleworking as a % of total female employment,% female teleworkers of total female employment,b6,0.20501,0.0018457,0.0091697,2017,21.435,0.19861,1555.1,1.5751e+05,-18.396,0.46215,0.19323,0.028756,0.024175,-8.3198,-10.983,0.1197,0.1131,0.45118,0.29438,0.029048,0.024056
tel_ger_1.1Ado_d91_m114,Telework,Germany,1.1,Adoption over time,Employed persons teleworking as a percentage of the total employment (%),Percentage of total employment,b6,0.58099,0.17996,0.015855,2018.7,7.5637,0.16673,0.32452,2026.7,-31.92,0.80971,0.71457,0.022894,0.018781,0.72517,0.64664,0.027513,0.021466,0.75291,0.68231,0.026088,0.022185
tel_ger_3.2Adc_d118_m38,Telework,Germany,3.2,Adopter characteristics,Male employees teleworking as a % of total male employment,% male teleworkers of total male employment,b6,0.64657,0.18227,0.016127,2018.7,6.7966,0.16338,0.32229,2026.6,-32.471,0.80481,0.70722,0.023773,0.01999,0.70814,0.62475,0.02907,0.022916,0.74108,0.6671,0.02738,0.023313
tel_ger_3.2Adc_d98_m36,Telework,Germany,3.2,Adopter characteristics,Female employees teleworking as a % of total female employment,% female teleworkers of total female employment,b6,0.51604,0.17843,0.015539,2018.8,8.5158,0.17241,0.19208,2023.8,-31.283,0.81759,0.72638,0.021771,0.017459,0.74844,0.67656,0.025566,0.019788,0.7667,0.70004,0.024621,0.020954
tel_ire_1.1Ado_d91_m114,Telework,Ireland,1.1,Adoption over time,Employed persons teleworking as a percentage of the total employment (%),Percentage of total employment,b6,1.961,0.21458,0.030703,2019.3,2.2409,0.2648,0.44127,2024.9,-61.844,0.85414,0.7812,0.039624,0.035283,0.68451,0.59436,0.058275,0.046316,0.72252,0.64324,0.054651,0.04627
tel_ire_3.2Adc_d118_m38,Telework,Ireland,3.2,Adopter characteristics,Male employees teleworking as a % of total male employment,% male teleworkers of total male employment,b6,1.2415,0.21295,0.030667,2019.1,3.5397,0.27353,0.45018,2024.9,-61.767,0.85451,0.78176,0.038831,0.034562,0.72313,0.64402,0.053568,0.041989,0.74862,0.6768,0.051042,0.043467
tel_ire_3.2Adc_d98_m36,Telework,Ireland,3.2,Adopter characteristics,Female employees teleworking as a % of total female employment,% female teleworkers of total female employment,b6,2.679,0.21648,0.030685,2019.4,1.6403,0.25816,0.43799,2025,-61.813,0.85607,0.7841,0.040251,0.03356,0.63867,0.53544,0.063774,0.051418,0.69009,0.60155,0.059063,0.049568
tel_ita_1.1Ado_d91_m114,Telework,Italy,1.1,Adoption over time,Employed persons teleworking as a percentage of the total employment (%),Percentage of total employment,b6,0.45155,0.0014163,0.0045152,2015.7,9.7319,0.070462,1555.2,1.575e+05,-9.0631,0.26481,-0.10278,0.023938,0.018354,-3.298,-4.526,0.057878,0.0507,0.21579,-0.0082692,0.024723,0.017432
tel_ita_3.2Adc_d118_m38,Telework,Italy,3.2,Adopter characteristics,Male employees teleworking as a % of total male employment,% male teleworkers of total male employment,b6,0.40578,0.0012966,0.0032303,2014.6,10.83,0.062362,1555.3,1.5749e+05,-6.4721,0.22166,-0.16751,0.019553,0.014569,-4.7493,-6.3919,0.053142,0.0483,0.17526,-0.060385,0.020128,0.013743
tel_ita_3.2Adc_d98_m36,Telework,Italy,3.2,Adopter characteristics,Female employees teleworking as a % of total female employment,% female teleworkers of total female employment,b6,0.5564,0.0015721,0.0061879,2016.7,7.898,0.08038,1555.2,1.575e+05,-12.437,0.30064,-0.049041,0.030171,0.023446,-2.2155,-3.1342,0.064694,0.0537,0.24269,0.026319,0.031396,0.022599
tel_net_1.1Ado_d91_m114,Telework,Netherlands,1.1,Adoption over time,Employed persons teleworking as a percentage of the total employment (%),Percentage of total employment,b6,0.28415,0.022521,0.003503,2009.9,15.465,0.16498,0.00046253,1762.3,-6.9225,0.23186,-0.15221,0.020371,0.015041,0.17893,-0.055663,0.021061,0.01444,0.18739,-0.04478,0.020952,0.014238
tel_net_3.2Adc_d118_m38,Telework,Netherlands,3.2,Adopter characteristics,Male employees teleworking as a % of total male employment,% male teleworkers of total male employment,b6,0.40348,0.0086193,0.0014303,2009.1,10.891,0.16402,1.5632,2284.6,-2.7293,0.091703,-0.36245,0.019136,0.013832,0.039819,-0.23452,0.019675,0.013603,0.041863,-0.23189,0.019654,0.013577
tel_net_3.2Adc_d98_m36,Telework,Netherlands,3.2,Adopter characteristics,Female employees teleworking as a % of total female employment,% female teleworkers of total female employment,b6,0.23749,0.040286,0.0057939,2012,18.504,0.17154,1.4125e-05,1790.7,-11.557,0.37113,0.056696,0.022531,0.016264,0.3288,0.13703,0.023277,0.015553,0.34308,0.15539,0.023028,0.015619
tel_usa_1.1Ado_d91_m114,Telework,USA,1.1,Adoption over time,Employed persons teleworking as a percentage of the total employment (%),Percentage of total employment,b6,0.099701,0.0013676,0.0039119,2133.1,44.076,11593,1555.1,1.5747e+05,-7.7839,0.45522,0.38712,0.050424,0.034681,-1.2001,-1.3761,0.10133,0.074839,0.29345,0.23692,0.057424,0.037884
tex_glo_3.3Leg_d179_m21,Textile recycling,Global,3.3,Risk & uncertainty (shared expectations),Scientific publications on textile waste water treatment,# publications,m14,0.11534,0.11533,10.114,2096,38.101,3.8057e+06,0.00096519,1904.4,-20060,0.97812,0.97678,28.108,17.74,0.97812,0.97724,28.108,17.741,0.66295,0.64946,110.31,85.128
tex_glo_3.5Mar_d127_m8,textile recycling,Global,3.5,Market Formation,NewStartups,# companies,m14,0.5952,0.015379,0.1525,2013.5,7.3832,6.3973,1552.1,1.5775e+05,-303.57,0.65218,0.62609,1.6882,0.94585,-0.40343,-0.47189,3.3912,1.8182,0.45766,0.4312,2.1081,1.5864
tex_glo_3.5Mar_d166_m11,textile recycling,Global,3.5,Market Formation,PrivateEquityDeals,# deals,m14,0.51307,0.023983,0.24221,2018.3,8.565,15.03,1550.1,1.5796e+05,-482.83,0.82698,0.81401,1.938,0.80336,-0.22388,-0.28358,5.1544,2.2045,0.43578,0.40826,3.4997,2.4704
tex_glo_3.5Mar_d170_m28,textile recycling,Global,3.5,Market Formation,PrivateEquityInvestment,$ million,m14,77.839,0.18526,3.5458,2020.5,0.056456,264.2,0.040273,1976.6,-7069.6,0.72198,0.70113,45.563,17.773,0.54249,0.52017,58.449,26.871,0.27151,0.23597,73.754,46.507
tex_glo_3.5Mar_d196_m28,textile recycling,Global,3.5,Market Formation,TotalFundraisingAmount,$ million,m14,121.9,0.17793,4.2889,2020,0.036049,303.28,0.035219,1973,-8550.8,0.7494,0.73061,49.223,19.305,0.59255,0.57268,62.765,28.493,0.30678,0.27297,81.868,52.001
tex_glo_3.5Mar_d200_m11,textile recycling,Global,3.5,Market Formation,TotalFundraisingDeals,# deals,m14,0.50394,0.033822,0.34602,2018.1,8.7202,20.994,1547.9,1.5817e+05,-689.72,0.8314,0.81875,2.6844,1.1264,-0.23688,-0.29721,7.2707,3.1818,0.45172,0.42497,4.8408,3.4671
tex_glo_3.5Mar_d73_m125,textile recycling,Global,3.5,Market Formation,CumulativeStartups,cum. # companies,m14,0.19433,0.13481,1.4593,2023,22.614,156.58,0.65116,1987.4,-2906,0.9912,0.99053,2.1608,1.8091,0.98592,0.98523,2.7327,1.7142,0.64762,0.63043,13.669,11.305
tex_usa_1.1Ado_d175_m29,Textile recycling,USA,1.1,Adoption over time,Recycled textiles as a share of textiles generation.,%,m14,0.13193,0.020045,0.0025345,1982.4,33.31,0.15586,2.0061e-07,1337.6,-4.9468,0.98803,0.98085,0.0048042,0.0037244,0.77726,0.70301,0.020727,0.01884,0.8734,0.83121,0.015626,0.014559
